PRICE,SMA_2,SMA_4,SMA_8,SMA_16,SMA_32,EMA_2,EMA_4,EMA_8,EMA_16,EMA_32,DEMA_2,DEMA_4,DEMA_8,DEMA_16,DEMA_32,TEMA_2,TEMA_4,TEMA_8,TEMA_16,TEMA_32,RSL_2,RSL_4,RSL_8,RSL_16,RSL_32,SPL_2,SPL_4,SPL_8,SPL_16,SPL_32
34120.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33348.3,33734.155,,,,,33734.155,,,,,33734.155,,,,,33734.155,,,,,34120.01,,,,,33348.3,,,,
33717.52,33532.91,,,,,33723.065,,,,,33719.36833333333,,,,,33718.136111111104,,,,,33717.52,,,,,33348.3,,,,
33432.54,33575.03,33654.5925,,,,33577.802500000005,33654.5925,,,,33503.32291666667,33654.5925,,,,33467.315347222226,33654.5925,,,,33717.52,34120.01,,,,33432.54,33348.3,,,
33091.48,33262.01,33397.46,,,,33383.2735,33429.3475,,,,33221.868350000004,33294.200500000006,,,,33148.10846833333,33213.11230000001,,,,33432.54,33717.52,,,,33091.48,33091.48,,,
33504.69,33298.08500000001,33436.5575,,,,33423.74566666667,33454.46166666667,,,,33343.12367777778,33381.10644444445,,,,33347.80586407408,33368.24216296297,,,,33504.69,33717.52,,,,33091.48,33091.48,,,
32907.22,33205.955,33233.982500000006,,,,33276.16690476191,33298.10690476191,,,,33113.16636848073,33134.02834467121,,,,33057.66896769788,33060.037187992675,,,,33504.69,33504.69,,,,32907.22,32907.22,,,
33358.26,33132.740000000005,33215.412500000006,33435.0025,,,33296.69017857143,33313.14517857143,33435.0025,,,33189.832231717686,33201.36496386055,33435.0025,,,33190.31612320113,33185.09535538652,33435.0025,,,33358.26,33504.69,34120.01,,,32907.22,32907.22,32907.22,,
33023.01,33190.635,33198.295000000006,33297.8775,,,33235.87236111111,33248.670694444445,33343.44861111112,,,33105.45787775573,33111.58370645944,33272.24003086421,,,33087.51248718603,33079.24652065532,33216.85557956106,,,33358.26,33504.69,33717.52,,,33023.01,32907.22,32907.22,,
33704.91,33363.96000000001,33248.350000000006,33342.45375,,,33329.679888888895,33339.91855555556,33415.7408888889,,,33300.394324426816,33303.24725405645,33416.60784691359,,,33366.94114708569,33357.71005460187,33429.960716488364,,,33704.91,33704.91,33717.52,,,33023.01,32907.22,32907.22,,
33327.71,33516.31,33353.4725,33293.72750000001,,,33329.32172727273,33337.698818181816,33399.735272727274,,,33305.06776957234,33305.878877285846,33387.34909788797,,,33363.63193909825,33354.40864549832,33387.430700651326,,,33704.91,33704.91,33704.91,,,33327.71,33023.01,32907.22,,
33786.55,33557.130000000005,33460.545,33337.97875,,,33405.52643939394,33412.50734848485,33464.20439393939,,,33448.81873474464,33448.33117299073,33507.60684925007,,,33553.910753558805,33545.142451002655,33554.165376677855,,,33786.55,33786.55,33786.55,,,33327.71,33023.01,32907.22,,
33524.47,33655.51,33585.91,33392.1025,,,33423.82544871795,33429.73237179487,33473.47602564102,,,33475.94116805808,33474.619858408325,33518.04640695913,,,33572.331158122666,33564.20634620174,33558.43032909663,,,33786.55,33786.55,33786.55,,,33524.47,33327.71,32907.22,,
34499.54,34012.005000000005,33784.567500000005,33516.458750000005,,,33577.49895604396,33582.56203296703,33620.05659340659,,,33753.88972175779,33752.03387392613,33783.900264049735,,,33943.03118156204,33935.608881473905,33920.74930244617,,,34499.54,34499.54,34499.54,,,33524.47,33327.71,32907.22,,
34608.04,34553.79,34104.65,33729.06125,,,33714.90442857143,33719.292428571425,33751.78771428571,,,33986.861168380565,33984.667700259786,34007.95253360501,,,34233.6076110935,34226.88234676655,34206.56669573459,,,34608.04,34608.04,34608.04,,,34499.54,33524.47,33023.01,,
34608.48,34608.26,34310.13250000001,33885.33875,33660.170625,,33826.601375000006,33830.44087499999,33858.87424999999,33660.170625,,34162.298350458,34159.89912835231,34176.71918565438,33660.170625,,34433.97419402459,34427.90955300168,34404.476679310974,33660.170625,,34608.48,34608.48,34608.48,34608.48,,34608.04,33524.47,33023.01,32907.22,
34745.98,34677.23,34615.51,34100.71000000001,33699.29375,,33934.76356617647,33938.15136029411,33963.23963235294,33787.912904411765,,34326.40400732453,34323.8884826292,34335.77814824176,33900.626680363326,,34615.47986843334,34610.02609465756,34584.99968402797,34000.080012085295,,34745.98,34745.98,34745.98,34745.98,,34608.48,34499.54,33327.71,32907.22,
34669.13,34707.555,34657.9075,34221.2375,33781.845624999994,,34016.35983660131,34019.37120915032,34041.671895424835,33885.82591503268,,34437.01469133277,34434.44407243147,34442.53481005659,34073.049725319324,,34719.761602170285,34714.86483063097,34689.24230741582,34227.68382848116,,34745.98,34745.98,34745.98,34745.98,,34669.13,34608.04,33327.71,32907.22,
34641.61,34655.369999999995,34666.3,34385.475000000006,33839.60125,,34082.17564327486,34084.87002923976,34104.8232748538,33965.38213450292,,34517.43886663723,34514.855219623976,34519.99395901339,34204.08005586435,,34783.493590372156,34779.10061173678,34753.53393464918,34388.492668602375,,34669.13,34745.98,34745.98,34745.98,,34641.61,34608.48,33524.47,32907.22,
35600.63,35121.119999999995,34914.337499999994,34612.23500000001,33975.106875,,34234.02107894737,34236.44602631579,34254.40394736842,34128.90692105263,,34762.418872078764,34759.851095030004,34762.6801683752,34490.907358172655,,35085.68923623229,35081.74983842852,35056.66112960989,34767.85097381961,,35600.63,35600.63,35600.63,35600.63,,34641.61,34641.61,33524.47,32907.22,
35512.34,35556.485,35105.9275,34860.71875000001,34126.410625,,34355.76573809524,34357.95973809524,34374.20738095238,34260.66245238095,,34943.98986158599,34941.457682351414,34942.469925582096,34707.39404288184,,35290.60115662145,35287.0691471071,35262.72604045327,35034.62359581177,,35600.63,35600.63,35600.63,35600.63,,35512.34,34641.61,34499.54,32907.22,
35513.29,35512.815,35316.9675,34987.4375,34251.948124999995,,34460.99521645022,34462.98976190476,34477.76034632034,34374.537683982686,,35091.40758176452,35088.92427832812,35088.501719045504,34884.180249530524,,35444.86170618181,35441.69522098528,35418.26075810606,35238.853456782235,,35513.29,35600.63,35600.63,35600.63,,35512.34,34641.61,34608.04,32907.22,
35575.01,35544.15,35550.3175,35108.308750000004,34418.685,,34557.86606719368,34559.687173913044,34573.173359683795,34478.92658102767,,35221.907264463814,35219.48154335063,35217.92301654731,35039.564003395026,,35575.33083332623,35572.492269833194,35550.05839859849,35409.95658363397,,35575.01,35600.63,35600.63,35600.63,,35513.29,35512.34,34608.48,33023.01,
35286.51,35430.76,35471.787500000006,35193.0625,34539.20062499999,,34618.586394927544,34620.25574275362,34632.61807971015,34546.225199275366,,35282.95112618121,35280.588436175276,35278.1295918592,35121.83323650583,,35607.21930378997,35604.67506576968,35583.28539275121,35475.08283201605,,35575.01,35575.01,35600.63,35600.63,,35286.51,35286.51,34641.61,33023.01,
34350.89,34818.7,35181.425,35143.67625,34622.193125,,34597.170683333345,34598.706483333335,34610.07983333334,34530.59838333334,,35188.68378142005,35186.38724261459,35183.2152378438,35045.7811069187,,35419.98700230651,35417.70716243227,35397.37255563692,35315.179446234615,,35286.51,35575.01,35600.63,35600.63,,34350.89,34350.89,34350.89,33327.71,
34256.17,34303.53,34867.145000000004,35092.05625,34656.646875,,34570.93986153847,34572.35752307693,34582.856,34509.48850769231,,35092.73888580785,35090.50995294601,35086.77437339426,34965.55575194862,,35241.89809848706,35239.85603639726,35220.56540724989,35159.6630073211,,34350.89,35575.01,35600.63,35600.63,,34256.17,34256.17,34256.17,33327.71,
33379.96,33818.065,34318.3825,34934.35,34659.9125,,34482.71913105414,34484.031780626785,34493.752592592595,34425.81972934473,,34884.18051418844,34882.019454162844,34877.84052406191,34770.63312370467,,34910.86715450708,34909.03920149454,34890.7669980718,34847.34923988626,,34256.17,35286.51,35600.63,35600.63,,33379.96,33379.96,33379.96,33379.96,
33585.91,33482.935,33893.2325,34682.51,34647.3725,,34418.661335978846,34419.88022486773,34428.906693121695,34365.82617724868,,34731.964667747925,34729.87090566067,34725.34572283451,34630.301745065146,,34674.88407177609,34673.24917777865,34655.960611355506,34626.938728300534,,33585.91,34350.89,35575.01,35600.63,,33379.96,33379.96,33379.96,33379.96,
34117.97,33851.94,33835.0025,34508.21375,34684.466250000005,,34397.92400246306,34399.05883004927,34407.462783251234,34348.732647783254,,34670.31303531958,34668.28540664619,34663.492722414805,34579.05385590319,,34579.07640904792,34577.61583884938,34561.27053431954,34544.12388471525,,34117.97,34256.17,35575.01,35600.63,,33585.91,33379.96,33379.96,33379.96,
33690.14,33904.055,33693.495,34280.31999999999,34633.878749999996,,34350.73840229886,34351.79757471265,34359.64126436782,34304.82647126437,,34560.92827281169,34558.96520788893,34553.96912329597,34478.81383409203,,34417.72153677069,34416.41859741931,34400.97313952066,34393.63427204381,,34117.97,34117.97,35575.01,35600.63,,33690.14,33379.96,33379.96,33379.96,
33920.69,33805.415,33828.677500000005,34073.53,34590.919375000005,,34322.99334408603,34323.984182795706,34331.32182795699,34280.04347311828,,34493.667523334414,34491.76718268347,34486.62002966674,34419.621749755875,,34322.73363972608,34321.573438522624,34306.983139704884,34307.74849817813,,33920.69,34117.97,35286.51,35600.63,,33690.14,33585.91,33379.96,33379.96,
34874.85,34397.770000000004,34150.912500000006,34022.0725,34607.567500000005,34133.869062499994,34357.48438508066,34358.41329637098,34365.29233870968,34317.21888104839,34133.869062499994,34549.82677905847,34547.98715274257,34542.73175664322,34482.92546033061,34133.869062499994,34409.89021448449,34408.85944554538,34395.07956251379,34402.5395707058,34133.869062499994,34874.85,34874.85,34874.85,35600.63,35600.63,33920.69,33690.14,33379.96,33379.96,32907.22
34067.31,34471.08,34138.2475,33986.625,34565.150625,34132.2221875,34339.89805871213,34340.770672348495,34347.23280303031,34302.07288825758,34129.83517992424,34504.062849496615,34502.28183000978,34496.95329848119,34443.5085907192,34126.04577508034,34346.13741916976,34345.22417597543,34332.21073439103,34345.19465860382,34122.486031136075,34874.85,34874.85,34874.85,35600.63,35600.63,34067.31,33690.14,33379.96,33379.96,32907.22
34042.43,34054.869999999995,34226.32,33959.9075,34525.981875,34153.91375000001,34322.399937611415,34323.22122103388,34329.30322638147,34286.7997771836,34124.69369875222,34460.43915613731,34458.71459171309,34453.34173819515,34405.54103966609,34116.28815897254,34287.214683115715,34286.40829428588,34274.11863445177,34291.650807106555,34108.59321414424,34067.31,34874.85,34874.85,35600.63,35600.63,34042.43,33920.69,33379.96,33379.96,32907.22
34019.99,34031.21,34251.145,34039.911250000005,34487.130625000005,34163.3659375,34305.1193697479,34305.893722689085,34311.62818487395,34271.55350420168,34118.71063025209,34418.977526086725,34417.307259461544,34411.9137425912,34369.13449430221,34105.1442281597,34232.852307175686,34232.143192775235,34220.53631662793,34241.80116107167,34093.02303856962,34042.43,34874.85,34874.85,35600.63,35600.63,34019.99,34019.99,33585.91,33379.96,32907.22
34220.01,34120.0,34087.435,34119.17375,34400.841875000006,34187.974375,34300.391071428574,34301.12240476191,34306.53828571429,34268.68997619047,34124.33837301586,34403.4581595581,34401.84005589357,34396.44529657423,34358.145357052614,34116.84075031661,34217.48166616668,34216.861212029085,34205.89798891039,34230.2119113875,34111.12458513061,34220.01,34220.01,34874.85,35575.01,35600.63,34019.99,34019.99,33690.14,33379.96,32907.22
34446.5,34333.255000000005,34182.2325,34160.24,34334.22687499999,34230.318750000006,34308.28885135135,34308.98065315316,34314.10378378379,34278.30132882882,34141.752515015,34413.25561842786,34411.687585134285,34406.307508446764,34372.01310376172,34151.133006244636,34239.128902061486,34238.58934984982,34228.23262236219,34255.0212981995,34161.691606406835,34446.5,34446.5,34874.85,35575.01,35600.63,34220.01,34019.99,33690.14,33379.96,32907.22
34710.38,34578.44,34349.22,34287.770000000004,34284.045,34267.9965625,34329.4515433855,34330.10693456615,34334.96042674254,34301.04231152204,34171.680277382635,34448.94260991138,34447.42261041322,34442.070248699965,34411.36597664152,34208.91967552741,34297.74032020055,34297.27467117459,34287.48929089881,34316.269214706714,34245.315208548054,34710.38,34710.38,34874.85,35575.01,35600.63,34446.5,34019.99,33920.69,33379.96,32907.22
34827.96,34769.17,34551.2125,34401.17875,34237.354374999995,34328.0196875,34355.01607962214,34355.63786099866,34360.24245614035,34328.06373144399,34205.33564777327,34492.63293352505,34491.15899649466,34485.84498178507,34458.36547879099,34272.594787153015,34366.38086720837,34365.982797909586,34356.73561249756,34387.0990390687,34335.60414990834,34827.96,34827.96,34874.85,35286.51,35600.63,34710.38,34220.01,34019.99,33379.96,33023.01
34528.6,34678.28,34628.36,34357.8975,34189.985,34364.5928125,34363.69527564103,34364.28596794872,34368.66033333333,34338.09054487178,34221.4988653846,34502.676523066744,34501.24674827249,34495.97971602915,34471.40267760784,34300.75010452613,34384.033233912574,34383.697022203036,34374.956829404546,34406.559425991254,34372.00149391737,34827.96,34827.96,34827.96,34874.85,35600.63,34528.6,34446.5,34019.99,33379.96,33023.01
34628.72,34578.66,34673.915,34428.073749999996,34207.349375,34414.77125,34376.623310975614,34377.18518902439,34381.346170731704,34352.2675914634,34241.3633109756,34521.122384820774,34519.73494645313,34514.521867894466,34492.56217667754,34335.64408425776,34413.515237341395,34413.23569743813,34404.973177305474,34437.52385554578,34417.71618225149,34628.72,34827.96,34827.96,34874.85,35600.63,34528.6,34528.6,34019.99,33379.96,33327.71
33862.12,34245.42,34461.85,34405.535,34182.72125,34419.6840625,34352.12315331011,34352.658275261325,34356.621114982576,34328.92722996514,34223.304105691044,34466.40783538597,34465.06098351435,34459.90744013842,34440.31220493265,34295.89607521258,34335.14922657772,34334.92165190417,34327.10928528517,34360.36179409611,34353.40397448222,34628.72,34827.96,34827.96,34874.85,35600.63,33862.12,33862.12,33862.12,33379.96,33327.71
33305.65,33583.885,34081.2725,34316.2425,34178.076875,34418.9946875,34303.44998338871,34303.96021594685,34307.73873754153,34281.332940199325,34180.62251937983,34366.00979730343,34364.70185795802,34359.61226908354,34342.15661678698,34209.14172197572,34191.537179727944,34191.35729256421,34183.96927170796,34217.71521962716,34221.951964443244,33862.12,34628.72,34827.96,34874.85,35600.63,33305.65,33305.65,33305.65,33305.65,33305.65
32487.57,32896.61,33571.015,34099.6875,34109.430625,34378.401562499996,34220.90998414377,34221.3970243129,34225.00379492601,34199.79826109936,34103.66558668075,34201.837989055835,34200.56736330934,34195.54517526493,34180.028667792154,34057.429571582245,33957.3746727767,33957.23857982846,33950.250715258015,33984.313758330885,33998.3002770475,33305.65,34628.72,34827.96,34874.85,35600.63,32487.57,32487.57,32487.57,32487.57,32487.57
