Profit (%),Buy_1,Buy_value_1,Buy_trend,Buy_2,Buy_value_2,Sell_1,Sell_value_1,Sell_trend,Sell_2,Sell_value_2
12.032248844856895,SMA,8,DOWN,TEMA,32,TEMA,8,UP,EMA,8
10.313700666400308,EMA,8,DOWN,SMA,32,TEMA,4,UP,TEMA,32
11.209876186883037,SMA,2,UP_DOWN,SMA,16,SMA,16,UP,DEMA,2
13.949857925706866,DEMA,16,DOWN,SMA,8,SMA,8,UP,SMA,64
11.401517952404333,SMA,2,UP_DOWN,TEMA,32,SMA,4,UP_DOWN,SMA,2
10.853736292571142,SMA,64,DOWN,SMA,4,DEMA,16,UP,SMA,32
16.85143942946118,TEMA,4,DOWN,SMA,8,DEMA,16,UP,EMA,4
15.21535146385024,EMA,4,DOWN,DEMA,8,SMA,32,UP,SMA,64
21.74354388995458,EMA,8,DOWN,TEMA,16,SMA,8,UP,EMA,2
10.724447249682214,TEMA,32,DOWN,SMA,2,DEMA,32,UP,EMA,32
15.498976557517523,SMA,32,DOWN,SMA,8,SMA,8,UP,EMA,8
10.316077830408062,EMA,32,DOWN,SMA,64,SMA,8,UP,EMA,16
10.995888345408744,DEMA,8,DOWN,TEMA,32,TEMA,32,UP,DEMA,8
12.041094275528692,SMA,2,DOWN,SMA,8,SMA,4,UP,EMA,32
11.672010494145638,SMA,2,UP_DOWN,DEMA,2,SMA,32,UP,SMA,64
15.138319167128998,DEMA,2,DOWN,TEMA,32,SMA,16,UP,TEMA,32
15.303334250284337,DEMA,16,DOWN,TEMA,32,TEMA,8,UP_DOWN,SMA,2
10.14519325177406,DEMA,4,DOWN,TEMA,4,SMA,8,UP,EMA,8
10.062636171909972,SMA,16,DOWN,TEMA,32,TEMA,8,UP,EMA,2
15.111514944572207,DEMA,16,DOWN,SMA,8,DEMA,2,UP,EMA,2
11.906837607272237,SMA,4,UP_DOWN,SMA,32,TEMA,4,UP,EMA,32
16.8542440883802,SMA,2,DOWN,SMA,8,DEMA,4,UP,EMA,2
16.8542440883802,SMA,2,DOWN,SMA,8,DEMA,16,UP,SMA,64
15.046610593670366,EMA,32,DOWN,SMA,32,SMA,4,UP,EMA,16
10.482134825957829,SMA,32,DOWN,SMA,4,DEMA,2,UP,EMA,4
18.221716819439735,SMA,32,DOWN,SMA,4,SMA,16,UP,TEMA,4
10.387608356856916,SMA,2,UP,EMA,32,SMA,8,UP,SMA,16
11.341866245870719,SMA,16,DOWN,DEMA,32,SMA,64,UP_DOWN,EMA,2
12.371405601777212,EMA,32,DOWN,SMA,32,TEMA,16,UP,SMA,64
11.153151608460448,DEMA,4,DOWN,TEMA,32,TEMA,8,UP,SMA,16
10.472288319658347,DEMA,16,DOWN,SMA,4,SMA,16,UP,TEMA,16
20.697179263845143,TEMA,4,DOWN,SMA,4,SMA,16,UP,TEMA,32
10.209289192217412,EMA,8,DOWN,SMA,32,EMA,4,UP,SMA,64
10.460158763239008,SMA,8,DOWN,TEMA,32,SMA,16,UP,DEMA,16
16.977195787315722,TEMA,8,DOWN,SMA,4,SMA,8,UP,TEMA,8
10.458622548671045,DEMA,8,DOWN,TEMA,32,TEMA,4,UP,DEMA,2
13.554398633368905,EMA,32,DOWN,SMA,32,DEMA,8,UP,SMA,64
13.947773905660014,SMA,2,UP,DEMA,2,TEMA,8,UP_DOWN,SMA,8
10.01758996497081,EMA,2,DOWN,TEMA,16,TEMA,8,UP_DOWN,SMA,2
13.855610406803422,DEMA,16,DOWN,SMA,2,DEMA,4,UP,SMA,32
12.670345909643316,EMA,4,DOWN,TEMA,32,TEMA,32,UP,SMA,16
10.724447249682214,EMA,32,DOWN,TEMA,2,DEMA,16,UP,SMA,64
10.313700666400308,SMA,2,UP,DEMA,32,SMA,32,UP,EMA,32
17.416367550034607,DEMA,16,DOWN,TEMA,32,SMA,2,UP,EMA,32
11.909151399291972,SMA,2,DOWN,SMA,8,TEMA,2,UP,EMA,4
10.724447249682214,SMA,32,DOWN,SMA,2,DEMA,2,UP,EMA,16
17.93858624630795,EMA,8,DOWN,TEMA,32,SMA,8,UP,TEMA,8
13.554398633368905,DEMA,16,DOWN,DEMA,4,DEMA,8,UP,EMA,4
16.97042266234108,DEMA,8,DOWN,TEMA,32,DEMA,8,UP,EMA,8
13.754753259109478,EMA,32,DOWN,TEMA,2,SMA,4,UP,DEMA,8
11.831255309083176,DEMA,2,DOWN,TEMA,32,TEMA,16,UP,EMA,4
12.204104930537326,EMA,4,DOWN,TEMA,4,SMA,8,UP_DOWN,SMA,2
