Profit (%),Buy_1,Buy_value_1,Buy_trend,Buy_2,Buy_value_2,Sell_1,Sell_value_1,Sell_trend,Sell_2,Sell_value_2
11.104187584913817,DEMA,2,DOWN,SMA,4,SMA,2,UP,SMA,4
11.497936166465323,DEMA,4,DOWN,SMA,4,TEMA,8,UP,SMA,8
12.272884168226312,EMA,8,DOWN,SMA,8,SMA,2,UP,EMA,8
10.517201886520624,DEMA,8,DOWN,SMA,4,SMA,2,UP,EMA,2
10.261002837428236,EMA,4,DOWN,SMA,8,SMA,2,UP,DEMA,8
10.261002837428236,EMA,16,DOWN,SMA,8,SMA,2,UP,EMA,2
10.199269179257257,DEMA,4,DOWN,SMA,2,SMA,2,UP,DEMA,2
13.527483532477547,DEMA,16,DOWN,SMA,4,SMA,2,UP_DOWN,SMA,64
10.261002837428236,EMA,2,DOWN,SMA,8,SMA,2,UP,DEMA,4
13.884935191799201,DEMA,4,DOWN,SMA,4,SMA,2,UP_DOWN,DEMA,32
10.517201886520624,DEMA,8,DOWN,SMA,4,SMA,2,UP,EMA,4
10.84536343007376,EMA,8,DOWN,SMA,8,DEMA,2,UP,EMA,4
10.477871369231892,EMA,8,DOWN,SMA,4,SMA,2,UP,DEMA,8
12.411080023247408,DEMA,2,DOWN,SMA,4,TEMA,4,UP,SMA,8
11.12787019080993,EMA,2,DOWN,TEMA,4,TEMA,2,UP,SMA,8
10.517201886520624,DEMA,8,DOWN,SMA,4,SMA,2,UP,DEMA,8
12.272884168226312,EMA,8,DOWN,SMA,8,SMA,2,UP,DEMA,8
11.579870116666427,EMA,2,DOWN,SMA,4,TEMA,4,UP,SMA,8
10.477871369231892,EMA,16,DOWN,SMA,4,SMA,2,UP,EMA,4
10.84536343007376,EMA,8,DOWN,SMA,8,DEMA,4,UP,EMA,8
10.517201886520624,DEMA,16,DOWN,SMA,4,SMA,2,UP,DEMA,2
10.58650037339197,SMA,8,DOWN,TEMA,32,SMA,8,UP_DOWN,TEMA,4
10.723606377326249,SMA,8,DOWN,TEMA,32,SMA,2,UP_DOWN,SMA,64
10.629915356300103,SMA,8,UP_DOWN,SMA,4,SMA,2,UP,SMA,4
11.870665517127435,DEMA,8,DOWN,SMA,4,SMA,4,UP_DOWN,SMA,8
10.477871369231892,EMA,8,DOWN,SMA,4,SMA,2,UP,EMA,16
10.84536343007376,EMA,8,DOWN,SMA,8,DEMA,8,UP,EMA,8
10.517201886520624,DEMA,8,DOWN,SMA,4,SMA,2,UP,DEMA,2
10.261002837428236,EMA,2,DOWN,SMA,8,SMA,2,UP,EMA,2
10.723606377326249,SMA,8,DOWN,TEMA,32,SMA,32,UP_DOWN,DEMA,2
10.517201886520624,DEMA,8,DOWN,SMA,4,SMA,2,UP,DEMA,4
10.261002837428236,EMA,4,DOWN,SMA,8,SMA,2,UP,DEMA,4
10.794617345422935,TEMA,16,DOWN,SMA,4,SMA,2,UP,DEMA,2
10.477871369231892,EMA,16,DOWN,SMA,4,SMA,2,UP,DEMA,2
13.527483532477547,DEMA,8,DOWN,SMA,4,SMA,2,UP_DOWN,SMA,64
10.673478389832141,EMA,4,DOWN,SMA,4,TEMA,8,UP,SMA,8
12.272884168226312,EMA,8,DOWN,SMA,8,SMA,2,UP,EMA,2
10.053328239843708,EMA,16,DOWN,TEMA,4,TEMA,4,UP,SMA,8
10.759456238975943,DEMA,2,DOWN,SMA,4,SMA,4,UP,DEMA,2
10.477871369231892,EMA,8,DOWN,SMA,4,SMA,2,UP,EMA,8
10.118362785579762,EMA,2,DOWN,TEMA,4,SMA,4,UP,DEMA,8
12.993692732124302,DEMA,2,DOWN,SMA,4,SMA,2,UP,EMA,2
10.053328239843708,EMA,16,DOWN,SMA,4,TEMA,4,UP,SMA,8
12.993692732124302,DEMA,4,DOWN,SMA,4,SMA,2,UP,EMA,8
10.230609760206093,SMA,8,UP_DOWN,SMA,2,SMA,2,UP,SMA,4
11.104187584913817,DEMA,4,DOWN,SMA,4,SMA,2,UP,SMA,4
10.063882696813366,EMA,4,DOWN,SMA,8,SMA,2,UP,EMA,32
11.36695031585539,DEMA,2,DOWN,SMA,4,SMA,2,UP_DOWN,SMA,64
11.36695031585539,DEMA,4,DOWN,SMA,4,SMA,2,UP_DOWN,SMA,64
12.993692732124302,DEMA,4,DOWN,SMA,4,SMA,2,UP,EMA,2
10.794617345422935,TEMA,16,DOWN,SMA,4,SMA,2,UP,DEMA,8
10.077273504737846,EMA,8,DOWN,SMA,8,SMA,4,UP,DEMA,2
14.129075264146522,SMA,8,UP_DOWN,SMA,4,SMA,2,UP_DOWN,SMA,64
13.438731219175665,DEMA,32,DOWN,SMA,4,SMA,4,UP_DOWN,SMA,8
10.517201886520624,DEMA,8,DOWN,SMA,4,SMA,2,UP,EMA,8
16.144626428172458,DEMA,16,DOWN,SMA,4,SMA,2,UP_DOWN,DEMA,32
10.401499965803069,SMA,16,UP_DOWN,SMA,4,SMA,4,UP,SMA,16
10.261002837428236,EMA,2,DOWN,SMA,8,SMA,2,UP,DEMA,2
10.477871369231892,EMA,8,DOWN,SMA,4,SMA,2,UP,DEMA,2
10.261002837428236,EMA,4,DOWN,SMA,8,SMA,2,UP,EMA,4
10.118362785579762,EMA,4,DOWN,TEMA,4,SMA,4,UP,DEMA,8
10.807461813785508,DEMA,4,DOWN,SMA,2,SMA,2,UP,DEMA,8
10.58650037339197,SMA,8,DOWN,TEMA,32,SMA,8,UP_DOWN,TEMA,2
10.517201886520624,DEMA,16,DOWN,SMA,4,SMA,2,UP,EMA,8
12.01030205356183,EMA,2,DOWN,SMA,4,SMA,2,UP,EMA,2
10.673478389832141,EMA,4,DOWN,SMA,4,TEMA,2,UP,SMA,8
10.261002837428236,EMA,16,DOWN,SMA,8,SMA,2,UP,DEMA,2
12.564402426751755,TEMA,32,DOWN,SMA,8,SMA,4,UP_DOWN,TEMA,4
12.01030205356183,EMA,4,DOWN,SMA,4,SMA,2,UP,DEMA,8
16.31320393024795,TEMA,32,DOWN,SMA,8,SMA,4,UP_DOWN,SMA,8
11.12787019080993,EMA,4,DOWN,TEMA,2,TEMA,8,UP,SMA,8
10.261002837428236,EMA,16,DOWN,SMA,8,SMA,2,UP,EMA,8
12.01030205356183,EMA,2,DOWN,SMA,4,SMA,2,UP,EMA,4
10.723606377326249,SMA,8,DOWN,TEMA,32,SMA,32,UP_DOWN,DEMA,32
10.58650037339197,SMA,8,DOWN,TEMA,32,SMA,8,UP_DOWN,TEMA,16
10.723606377326249,SMA,8,DOWN,TEMA,32,SMA,32,UP_DOWN,DEMA,8
10.477871369231892,EMA,16,DOWN,SMA,4,SMA,2,UP,DEMA,8
12.440519436383383,SMA,8,DOWN,TEMA,32,SMA,16,UP_DOWN,SMA,32
10.261002837428236,EMA,2,DOWN,SMA,8,SMA,2,UP,EMA,8
10.723606377326249,SMA,8,DOWN,TEMA,32,SMA,32,UP_DOWN,DEMA,16
10.261002837428236,EMA,2,DOWN,SMA,8,SMA,2,UP,DEMA,8
10.58650037339197,SMA,8,DOWN,TEMA,32,SMA,4,UP,SMA,32
10.063882696813366,EMA,16,DOWN,SMA,8,SMA,2,UP,EMA,32
10.34462586335178,EMA,4,DOWN,TEMA,2,SMA,4,UP,DEMA,2
10.477871369231892,EMA,16,DOWN,SMA,4,SMA,2,UP,EMA,8
10.118362785579762,EMA,4,DOWN,TEMA,2,SMA,4,UP,DEMA,8
12.564402426751755,TEMA,32,DOWN,SMA,8,SMA,4,UP_DOWN,TEMA,2
14.187880372410987,TEMA,32,DOWN,SMA,8,SMA,4,UP_DOWN,SMA,2
10.794617345422935,TEMA,16,DOWN,SMA,4,SMA,2,UP,DEMA,4
