2.929200781250000000e+04,2.935158398437500000e+04,2.967639062500000000e+04,1.000000000000000000e+00
2.935158398437500000e+04,2.967639062500000000e+04,3.014060546875000000e+04,1.000000000000000000e+00
2.967639062500000000e+04,3.014060546875000000e+04,3.051431250000000000e+04,1.000000000000000000e+00
3.014060546875000000e+04,3.051431250000000000e+04,3.095741601562500000e+04,1.000000000000000000e+00
3.051431250000000000e+04,3.095741601562500000e+04,3.159749804687500000e+04,1.000000000000000000e+00
3.095741601562500000e+04,3.159749804687500000e+04,3.223019531250000000e+04,1.000000000000000000e+00
3.159749804687500000e+04,3.223019531250000000e+04,3.269977343750000000e+04,1.000000000000000000e+00
3.223019531250000000e+04,3.269977343750000000e+04,3.307692187500000000e+04,1.000000000000000000e+00
3.269977343750000000e+04,3.307692187500000000e+04,3.324051953125000000e+04,1.000000000000000000e+00
3.307692187500000000e+04,3.324051953125000000e+04,3.330026562500000000e+04,0.000000000000000000e+00
3.324051953125000000e+04,3.330026562500000000e+04,3.328657812500000000e+04,0.000000000000000000e+00
3.330026562500000000e+04,3.328657812500000000e+04,3.305772656250000000e+04,0.000000000000000000e+00
3.328657812500000000e+04,3.305772656250000000e+04,3.271939843750000000e+04,0.000000000000000000e+00
3.305772656250000000e+04,3.271939843750000000e+04,3.237589648437500000e+04,0.000000000000000000e+00
3.271939843750000000e+04,3.237589648437500000e+04,3.218615820312500000e+04,0.000000000000000000e+00
3.237589648437500000e+04,3.218615820312500000e+04,3.198963085937500000e+04,0.000000000000000000e+00
3.218615820312500000e+04,3.198963085937500000e+04,3.171684570312500000e+04,0.000000000000000000e+00
3.198963085937500000e+04,3.171684570312500000e+04,3.150078320312500000e+04,1.000000000000000000e+00
3.171684570312500000e+04,3.150078320312500000e+04,3.150467578125000000e+04,1.000000000000000000e+00
3.150078320312500000e+04,3.150467578125000000e+04,3.187401171875000000e+04,1.000000000000000000e+00
3.150467578125000000e+04,3.187401171875000000e+04,3.214948828125000000e+04,1.000000000000000000e+00
3.187401171875000000e+04,3.214948828125000000e+04,3.245599804687500000e+04,1.000000000000000000e+00
3.214948828125000000e+04,3.245599804687500000e+04,3.279196093750000000e+04,1.000000000000000000e+00
3.245599804687500000e+04,3.279196093750000000e+04,3.325677734375000000e+04,1.000000000000000000e+00
3.279196093750000000e+04,3.325677734375000000e+04,3.372532812500000000e+04,1.000000000000000000e+00
3.325677734375000000e+04,3.372532812500000000e+04,3.410533593750000000e+04,1.000000000000000000e+00
3.372532812500000000e+04,3.410533593750000000e+04,3.468900781250000000e+04,1.000000000000000000e+00
3.410533593750000000e+04,3.468900781250000000e+04,3.515860156250000000e+04,1.000000000000000000e+00
3.468900781250000000e+04,3.515860156250000000e+04,3.552239062500000000e+04,1.000000000000000000e+00
3.515860156250000000e+04,3.552239062500000000e+04,3.598545312500000000e+04,1.000000000000000000e+00
3.552239062500000000e+04,3.598545312500000000e+04,3.652220312500000000e+04,1.000000000000000000e+00
3.598545312500000000e+04,3.652220312500000000e+04,3.704014062500000000e+04,1.000000000000000000e+00
3.652220312500000000e+04,3.704014062500000000e+04,3.764839843750000000e+04,1.000000000000000000e+00
3.704014062500000000e+04,3.764839843750000000e+04,3.808969921875000000e+04,1.000000000000000000e+00
3.764839843750000000e+04,3.808969921875000000e+04,3.835984765625000000e+04,1.000000000000000000e+00
3.808969921875000000e+04,3.835984765625000000e+04,3.883887109375000000e+04,1.000000000000000000e+00
3.835984765625000000e+04,3.883887109375000000e+04,3.933502343750000000e+04,1.000000000000000000e+00
3.883887109375000000e+04,3.933502343750000000e+04,3.965289843750000000e+04,1.000000000000000000e+00
3.933502343750000000e+04,3.965289843750000000e+04,3.985444921875000000e+04,1.000000000000000000e+00
3.965289843750000000e+04,3.985444921875000000e+04,3.999814453125000000e+04,1.000000000000000000e+00
3.985444921875000000e+04,3.999814453125000000e+04,4.002393750000000000e+04,1.000000000000000000e+00
3.999814453125000000e+04,4.002393750000000000e+04,4.030126953125000000e+04,1.000000000000000000e+00
4.002393750000000000e+04,4.030126953125000000e+04,4.050059765625000000e+04,0.000000000000000000e+00
4.030126953125000000e+04,4.050059765625000000e+04,4.042300000000000000e+04,0.000000000000000000e+00
4.050059765625000000e+04,4.042300000000000000e+04,4.033039453125000000e+04,0.000000000000000000e+00
4.042300000000000000e+04,4.033039453125000000e+04,4.032433593750000000e+04,1.000000000000000000e+00
4.033039453125000000e+04,4.032433593750000000e+04,4.037380859375000000e+04,0.000000000000000000e+00
4.032433593750000000e+04,4.037380859375000000e+04,4.024507812500000000e+04,1.000000000000000000e+00
4.037380859375000000e+04,4.024507812500000000e+04,4.024923046875000000e+04,0.000000000000000000e+00
4.024507812500000000e+04,4.024923046875000000e+04,3.986060546875000000e+04,0.000000000000000000e+00
4.024923046875000000e+04,3.986060546875000000e+04,3.956371093750000000e+04,0.000000000000000000e+00
3.986060546875000000e+04,3.956371093750000000e+04,3.891025390625000000e+04,0.000000000000000000e+00
3.956371093750000000e+04,3.891025390625000000e+04,3.819614062500000000e+04,0.000000000000000000e+00
3.891025390625000000e+04,3.819614062500000000e+04,3.743138281250000000e+04,0.000000000000000000e+00
3.819614062500000000e+04,3.743138281250000000e+04,3.625656250000000000e+04,0.000000000000000000e+00
3.743138281250000000e+04,3.625656250000000000e+04,3.539066796875000000e+04,0.000000000000000000e+00
