7.192092285156250000e+03,7.181439941406250000e+03,7.171583984375000000e+03,0.000000000000000000e+00
7.181439941406250000e+03,7.171583984375000000e+03,7.144842285156250000e+03,0.000000000000000000e+00
7.171583984375000000e+03,7.144842285156250000e+03,7.111282714843750000e+03,0.000000000000000000e+00
7.144842285156250000e+03,7.111282714843750000e+03,7.076602539062500000e+03,1.000000000000000000e+00
7.111282714843750000e+03,7.076602539062500000e+03,7.076897460937500000e+03,1.000000000000000000e+00
7.076602539062500000e+03,7.076897460937500000e+03,7.103253906250000000e+03,1.000000000000000000e+00
7.076897460937500000e+03,7.103253906250000000e+03,7.129455078125000000e+03,1.000000000000000000e+00
7.103253906250000000e+03,7.129455078125000000e+03,7.154866210937500000e+03,1.000000000000000000e+00
7.129455078125000000e+03,7.154866210937500000e+03,7.181613769531250000e+03,1.000000000000000000e+00
7.154866210937500000e+03,7.181613769531250000e+03,7.225343750000000000e+03,1.000000000000000000e+00
7.181613769531250000e+03,7.225343750000000000e+03,7.273143554687500000e+03,1.000000000000000000e+00
7.225343750000000000e+03,7.273143554687500000e+03,7.321194824218750000e+03,1.000000000000000000e+00
7.273143554687500000e+03,7.321194824218750000e+03,7.335667480468750000e+03,0.000000000000000000e+00
7.321194824218750000e+03,7.335667480468750000e+03,7.334963867187500000e+03,1.000000000000000000e+00
7.335667480468750000e+03,7.334963867187500000e+03,7.339205078125000000e+03,1.000000000000000000e+00
7.334963867187500000e+03,7.339205078125000000e+03,7.355818847656250000e+03,1.000000000000000000e+00
7.339205078125000000e+03,7.355818847656250000e+03,7.370652343750000000e+03,1.000000000000000000e+00
7.355818847656250000e+03,7.370652343750000000e+03,7.381805175781250000e+03,1.000000000000000000e+00
7.370652343750000000e+03,7.381805175781250000e+03,7.396843750000000000e+03,1.000000000000000000e+00
7.381805175781250000e+03,7.396843750000000000e+03,7.410305175781250000e+03,1.000000000000000000e+00
7.396843750000000000e+03,7.410305175781250000e+03,7.415274902343750000e+03,1.000000000000000000e+00
