PRICE_0,SMA_2,SMA_4,SMA_8,SMA_16,SMA_32,SMA_64,SMA_128,EMA_2,EMA_4,EMA_8,EMA_16,EMA_32,EMA_64,EMA_128,DEMA_2,DEMA_4,DEMA_8,DEMA_16,DEMA_32,DEMA_64,DEMA_128,TEMA_2,TEMA_4,TEMA_8,TEMA_16,TEMA_32,TEMA_64,TEMA_128,RSL_2,RSL_4,RSL_8,RSL_16,RSL_32,RSL_64,RSL_128,SPL_2,SPL_4,SPL_8,SPL_16,SPL_32,SPL_64,SPL_128
55452.45,54380.685,54989.0425,57727.4275,59757.0675,61473.80219,60339.36391,59197.50273,52872.4003,52872.39997,52872.38908,52871.75874,52870.67585,52854.7418,52852.19961,60024.29546,60024.29858,60024.36555,60027.51852,60031.30322,60068.29814,60075.95612,61962.30713,61962.2957,61962.17696,61958.70046,61958.20842,61989.38848,61998.4529,55452.45,56180.34,60886.91,62937.91,64511.21,64511.21,64511.21,53308.92,53308.92,53308.92,53308.92,53308.92,53308.92,53308.92
55720.66,55586.555,55165.5925,57081.64625,59305.98938,61248.12875,60326.55203,59196.98422,52881.20481,52881.20449,52881.19362,52880.56524,52879.48569,52863.60089,52861.06657,60019.7694,60019.77251,60019.83931,60022.98447,60026.76081,60063.69048,60071.33262,61938.50094,61938.48954,61938.37099,61934.89746,61934.3986,61965.41723,61974.43784,55720.66,56180.34,60705.02,62372.27,64511.21,64511.21,64511.21,55452.45,53308.92,53308.92,53308.92,53308.92,53308.92,53308.92
56150.01,55935.335,55158.01,56567.315,58976.93813,61023.69687,60312.86922,59195.38781,52891.29372,52891.29339,52891.28256,52890.65612,52889.5799,52873.74413,52871.21763,60017.88347,60017.88657,60017.95319,60021.09058,60024.85859,60061.72315,60069.3495,61918.75512,61918.74374,61918.62538,61915.15482,61914.6492,61945.50718,61954.48421,56150.01,56150.01,60705.02,62372.27,64511.21,64511.21,64511.21,55720.66,53308.92,53308.92,53308.92,53308.92,53308.92,53308.92
57030.9,56590.455,56088.505,56108.05,58738.00625,60837.25563,60322.39609,59209.62383,52904.0506,52904.05027,52904.03947,52903.41496,52902.34206,52886.55509,52884.03637,60021.39615,60021.39925,60021.4657,60024.59534,60028.35504,60065.15465,60072.76526,61907.19425,61907.1829,61907.06473,61903.59715,61903.0848,61933.78294,61942.71661,57030.9,57030.9,60006.66,62372.27,64511.21,64511.21,64511.21,56150.01,55452.45,53308.92,53308.92,53308.92,53308.92,53308.92
57323.35,57177.125,56556.23,55772.63625,58473.73938,60641.89156,60315.44641,59221.69977,52917.64844,52917.64811,52917.63735,52917.01476,52915.94516,52900.20677,52897.6958,60026.65048,60026.65356,60026.71984,60029.84177,60033.59319,60070.328,60077.92292,61898.32827,61898.31695,61898.19897,61894.73437,61894.21535,61924.75442,61933.64497,57323.35,57323.35,57323.35,62372.27,64511.21,64511.21,64511.21,57030.9,55720.66,53308.92,53308.92,53308.92,53308.92,53308.92
57107.4,57215.375,56902.915,56034.25375,58185.8625,60434.33562,60305.64109,59235.2607,52930.52018,52930.51986,52930.50913,52929.88845,52928.82213,52913.13209,52910.62884,60030.51416,60030.51724,60030.58335,60033.69759,60037.44077,60074.11091,60081.6902,61887.46141,61887.45012,61887.33233,61883.87071,61883.34506,61913.72586,61922.5735,57323.35,57323.35,57323.35,62372.27,64511.21,64511.21,64511.21,57107.4,56150.01,53308.92,53308.92,53308.92,53308.92,53308.92
54585.22,55846.31,56511.7175,55834.86375,57764.01375,60131.09875,60251.07391,59224.89531,52935.59595,52935.59562,52935.58493,52934.96615,52933.90311,52918.2612,52915.76562,60018.871,60018.87407,60018.94001,60022.0466,60025.78155,60062.3872,60069.95088,61853.45445,61853.44318,61853.32559,61849.86696,61849.33472,61879.55802,61888.36297,57107.4,57323.35,57323.35,62372.27,64511.21,64511.21,64511.21,54585.22,54585.22,53308.92,53308.92,53308.92,53308.92,53308.92
55930.94,55258.08,56236.7275,56162.61625,57361.43063,59862.96531,60218.96813,59209.86891,52944.77005,52944.76973,52944.75906,52944.14218,52943.08239,52927.48839,52925.00046,60015.49654,60015.4996,60015.56537,60018.66434,60022.3911,60058.93239,60066.48053,61831.95093,61831.93969,61831.82229,61828.36664,61827.82787,61857.89445,61866.65693,55930.94,57323.35,57323.35,62114.99,63363.29,64511.21,64511.21,54585.22,54585.22,54585.22,53308.92,53308.92,53308.92,53308.92
55633.14,55782.04,55814.175,56185.2025,56956.315,59631.34406,60181.1825,59193.56734,52952.99136,52952.99104,52952.98041,52952.36542,52951.30887,52935.76255,52933.28223,60010.29101,60010.29406,60010.35967,60013.45104,60017.16963,60053.64671,60061.17936,61807.80471,61807.79349,61807.67629,61804.22363,61803.67837,61833.58899,61842.30923,55930.94,57107.4,57323.35,60886.91,63363.29,64511.21,64511.21,55633.14,54585.22,54585.22,53308.92,53308.92,53308.92,53308.92
54764.12,55198.63,55228.355,56065.635,56573.64063,59400.53406,60122.38453,59170.815,52958.52153,52958.52121,52958.51061,52957.89749,52956.84417,52941.34533,52938.87258,59999.78545,59999.78849,59999.85393,60002.93773,60006.64818,60043.06121,60050.5784,61775.82379,61775.8126,61775.69558,61772.24593,61771.69422,61801.44965,61810.12785,55633.14,55930.94,57323.35,60705.02,63363.29,64511.21,64511.21,54764.12,54585.22,54585.22,53308.92,53308.92,53308.92,53308.92
54410.57,54587.345,55184.6925,55848.205,56207.76,59133.37906,60062.54969,59145.62047,52962.9485,52962.94818,52962.93762,52962.32637,52961.27626,52945.82467,52943.35946,59987.15864,59987.16167,59987.22694,59990.3032,59994.00555,60030.35467,60037.85646,61740.78043,61740.76927,61740.65244,61737.20579,61736.64767,61766.24867,61774.88507,54764.12,55930.94,57323.35,60705.02,63363.29,64511.21,64511.21,54410.57,54410.57,54410.57,53308.92,53308.92,53308.92,53308.92
56266.83,55338.7,55268.665,55752.69625,55930.37313,58921.19844,60029.67844,59138.47594,52973.00598,52973.00566,52972.99513,52972.38574,52971.33883,52955.93427,52953.47657,59985.8603,59985.86332,59985.92842,59988.99718,59992.69144,60028.9768,60036.46324,61722.82257,61722.81143,61722.6948,61719.25115,61718.68667,61748.134,61756.7288,56266.83,56266.83,57323.35,60006.66,63363.29,64511.21,64511.21,54410.57,54410.57,54410.57,53308.92,53308.92,53308.92,53308.92
55323.19,55795.01,55191.1775,55502.67625,55637.65625,58686.21813,59985.62609,59116.65578,52980.1494,52980.14908,52980.13858,52979.53104,52978.48731,52963.12958,52960.67935,59978.80975,59978.81277,59978.8777,59981.93898,59985.62518,60021.84694,60029.31806,61696.34168,61696.33057,61696.21412,61692.77349,61692.20269,61721.4971,61730.05051,56266.83,56266.83,57107.4,57323.35,63363.29,64511.21,64511.21,55323.19,54410.57,54410.57,53308.92,53308.92,53308.92,53308.92
56572.44,55947.815,55643.2575,55435.80625,55735.03,58505.32188,59944.10953,59095.81281,52991.05165,52991.05133,52991.04086,52990.43517,52989.39461,52974.08348,52971.64068,59979.34091,59979.34393,59979.40869,59982.46252,59986.14069,60022.29898,60029.75485,61681.3207,61681.30961,61681.19335,61677.75573,61677.17866,61706.32089,61714.83313,56572.44,56572.44,56572.44,57323.35,63363.29,64511.21,64511.21,55323.19,54410.57,54410.57,53308.92,53308.92,53308.92,53308.92
56425,56498.72,56146.865,55665.77875,55750.32125,58308.75375,59880.74391,59079.39547,53001.45755,53001.45723,53001.4468,53000.84294,52999.80553,52984.5408,52982.10541,59978.94456,59978.94756,59979.01216,59982.05856,59985.72873,60021.82371,60029.26436,61664.9973,61664.98624,61664.87017,61661.43556,61660.85226,61689.84306,61698.31433,56572.44,56572.44,56572.44,57323.35,63363.29,64511.21,64511.21,56425,55323.19,54410.57,53308.92,53308.92,53308.92,53308.92
55204.6,55814.8,55881.3075,55574.98625,55868.80125,58053.79469,59796.81672,59049.27516,53008.12364,53008.12332,53008.11292,53007.51089,53006.47662,52991.25808,52988.83005,59971.14465,59971.14765,59971.21209,59974.25109,59977.91328,60013.9451,60021.37058,61637.67365,61637.66262,61637.54673,61634.11514,61633.52566,61662.36576,61670.79629,56425,56572.44,56572.44,57323.35,63159.98,64511.21,64511.21,55204.6,55204.6,54410.57,54410.57,53308.92,53308.92,53308.92
55304.04,55254.32,55876.52,55533.84875,55859.52563,57808.29656,59719.57891,59022.38039,53015.05994,53015.05963,53015.04925,53014.44904,53013.4179,52998.24533,52995.82464,59963.95999,59963.96297,59964.02725,59967.05888,59970.71313,60006.68192,60014.09229,61611.37585,61611.36483,61611.24914,61607.82057,61607.22494,61635.91509,61644.30507,55304.04,56572.44,56572.44,57323.35,62937.91,64511.21,64511.21,55204.6,55204.6,54410.57,54410.57,53308.92,53308.92,53308.92
54563.37,54933.705,55374.2525,55508.755,55787.195,57546.59219,59641.39125,58990.7768,53019.73056,53019.73025,53019.7199,53019.12151,53018.09347,53002.96668,53000.55329,59952.32514,59952.32812,59952.39223,59955.41653,59959.06285,59994.96878,60002.36407,61578.51515,61578.50416,61578.38865,61574.96311,61574.36138,61602.9023,61611.25194,55304.04,56425,56572.44,57323.35,62372.27,64511.21,64511.21,54563.37,54563.37,54410.57,54410.57,53308.92,53308.92,53308.92
56153.75,55358.56,55306.44,55726.6525,55787.42875,57382.18344,59584.90094,58974.99492,53029.17038,53029.17007,53029.15975,53028.56316,53027.53822,53012.45699,53010.05087,59950.29504,59950.29801,59950.36196,59953.37894,59957.01737,59992.86057,60000.24083,61560.1515,61560.14054,61560.02522,61556.6027,61555.99491,61584.38733,61592.69684,56153.75,56153.75,56572.44,57323.35,62372.27,64511.21,64511.21,54563.37,54563.37,54563.37,54410.57,53308.92,53308.92,53308.92
55478.7,55816.225,55374.965,55628.13625,55690.41625,57214.21125,59510.05906,58955.17992,53036.53738,53036.53707,53036.52679,53035.93199,53034.91013,53019.87426,53017.47538,59944.19148,59944.19444,59944.25823,59947.26793,59950.89849,59986.67911,59994.04439,61535.77622,61535.76529,61535.65015,61532.23066,61531.61686,61559.86149,61568.13107,56153.75,56153.75,56572.44,57323.35,62372.27,64511.21,64511.21,55478.7,54563.37,54563.37,54410.57,53308.92,53308.92,53308.92
53787.63,54633.165,54995.8625,55436.19125,55469.43375,56971.58656,59418.37375,58912.07742,53038.79292,53038.79261,53038.78236,53038.18934,53037.17055,53022.17983,53019.78815,59927.95207,59927.95502,59928.01865,59931.02109,59934.64381,59970.36199,59977.71234,61496.31787,61496.30696,61496.19201,61492.77555,61492.15577,61520.25334,61528.4832,55478.7,56153.75,56572.44,57107.4,62372.27,64511.21,64511.21,53787.63,53787.63,53787.63,53787.63,53308.92,53308.92,53308.92
53497.09,53642.36,54729.2925,55051.7725,55243.78938,56714.82594,59321.11203,58872.57719,53040.16712,53040.16681,53040.15659,53039.56536,53038.54962,53023.60385,53021.21934,59910.03921,59910.04215,59910.10562,59913.10083,59916.71573,59952.37163,59959.70709,61454.47303,61454.46214,61454.34738,61450.93396,61450.30824,61478.25946,61486.4498,53787.63,56153.75,56425,56572.44,62372.27,64511.21,64511.21,53497.09,53497.09,53497.09,53497.09,53308.92,53308.92,53308.92
54144.99,53821.04,54227.1025,54766.77125,55216.275,56490.14438,59235.16719,58836.67437,53043.47497,53043.47467,53043.46448,53042.87501,53041.86232,53026.96129,53024.58393,59896.07653,59896.07947,59896.14278,59899.13078,59902.73789,59938.33165,59945.65227,61418.66748,61418.65662,61418.54203,61415.13165,61414.50004,61442.30562,61450.45664,54144.99,55478.7,56153.75,56572.44,62372.27,64511.21,64511.21,53497.09,53497.09,53497.09,53497.09,53308.92,53308.92,53308.92
54866.62,54505.805,54074.0825,54724.52375,55149.755,56255.59281,59159.55922,58803.4525,53048.92533,53048.92503,53048.91487,53048.32716,53047.3175,53032.46102,53030.09076,59886.47485,59886.47778,59886.54093,59889.52176,59893.1211,59928.65287,59935.95868,61389.50692,61389.49608,61389.38168,61385.97434,61385.33688,61412.99752,61421.10941,54866.62,54866.62,56153.75,56572.44,62114.99,64511.21,64511.21,54144.99,53497.09,53497.09,53497.09,53308.92,53308.92,53308.92
54651.64,54759.13,54290.085,54642.97375,55088.41125,56022.36313,59075.95313,58770.90461,53053.70956,53053.70925,53053.69912,53053.11317,53052.10652,53037.29439,53034.93121,59875.61842,59875.62134,59875.68433,59878.65801,59882.24962,59917.71953,59925.01059,61358.56986,61358.55904,61358.44483,61355.04054,61354.39726,61381.91367,61389.98663,54866.62,54866.62,56153.75,56572.44,60886.91,64511.21,64511.21,54651.64,53497.09,53497.09,53497.09,53308.92,53308.92,53308.92
52923.54,53787.59,54146.6975,54437.995,54973.375,55773.50781,58959.61844,58726.67977,53053.32157,53053.32127,53053.31117,53052.72696,53051.72331,53036.95533,53034.59919,59854.51004,59854.51296,59854.57579,59857.54235,59861.12624,59896.53445,59903.8108,61312.38273,61312.37194,61312.25791,61308.85666,61308.20761,61335.58049,61343.61472,54651.64,54866.62,56153.75,56572.44,60705.02,64511.21,64511.21,52923.54,52923.54,52923.54,52923.54,52923.54,52923.54,52923.54
51690.96,52307.25,53533.19,53880.14625,54803.39938,55505.57969,58818.68016,58669.77594,53049.26692,53049.26662,53049.25655,53048.67408,53047.67342,53032.94939,53030.60026,59826.17118,59826.17409,59826.23677,59829.19623,59832.77243,59868.11908,59875.38077,61255.49302,61255.48226,61255.36841,61251.97021,61251.31543,61278.54546,61286.54116,52923.54,54866.62,55478.7,56572.44,60705.02,64511.21,64511.21,51690.96,51690.96,51690.96,51690.96,51690.96,51690.96,51690.96
50298.76,50994.86,52391.225,53232.65375,54430.395,55180.38406,58663.32484,58602.43039,53041.09305,53041.09275,53041.08271,53040.50198,53039.50429,53024.82402,53022.48187,59789.70835,59789.71125,59789.77377,59792.72616,59796.2947,59831.57994,59838.827,61186.57768,61186.56694,61186.45327,61183.05812,61182.39764,61209.48552,61217.44289,51690.96,54651.64,54866.62,56572.44,60006.66,64511.21,64511.21,50298.76,50298.76,50298.76,50298.76,50298.76,50298.76,50298.76
47942.44,49120.6,50713.925,52502.005,53969.09813,54803.37719,58475.13125,58518.22727,53025.96352,53025.96322,53025.95321,53025.3742,53024.37947,53009.74276,53007.40756,59739.46861,59739.4715,59739.53387,59742.47922,59746.04012,59781.26408,59788.49658,61097.1869,61097.17619,61097.06271,61093.67061,61093.00448,61119.95088,61127.87011,50298.76,52923.54,54866.62,56572.44,57323.35,64511.21,64511.21,47942.44,47942.44,47942.44,47942.44,47942.44,47942.44,47942.44
50070.36,49006.4,50000.63,52073.66375,53562.71813,54648.87406,58318.56797,58441.66922,53017.20618,53017.20587,53017.19589,53016.6186,53015.62682,53001.03348,52998.7052,59702.088,59702.09088,59702.1531,59705.09143,59708.64472,59743.80756,59751.02552,61027.24498,61027.23429,61027.12098,61023.73194,61023.06019,61049.86581,61057.74708,50070.36,51690.96,54866.62,56425,57323.35,64511.21,64511.21,47942.44,47942.44,47942.44,47942.44,47942.44,47942.44,47942.44
49836.62,49953.49,49537.045,51535.1175,53150.94438,54450.63281,58161.95266,58366.81758,53007.79616,53007.79586,53007.78591,53007.21032,53006.22147,52991.67131,52989.34991,59663.51805,59663.52092,59663.58298,59666.51433,59670.06003,59705.16188,59712.36535,60955.68078,60955.67011,60955.55699,60952.171,60951.49368,60978.15919,60986.0027,50070.36,50298.76,54866.62,56153.75,57323.35,64511.21,64511.21,49836.62,47942.44,47942.44,47942.44,47942.44,47942.44,47942.44
50876.72,50356.67,49681.535,51036.38,52880.45188,54374.62656,58011.69156,58299.11398,53001.50051,53001.50021,53001.49029,53000.9164,52999.93048,52985.4233,52983.10876,59631.28296,59631.28582,59631.34773,59634.27211,59637.81025,59672.85126,59680.04029,60893.76555,60893.75491,60893.64197,60890.25904,60889.57618,60916.10225,60923.90818,50876.72,50876.72,54651.64,56153.75,57323.35,64511.21,64511.21,49836.62,47942.44,47942.44,47942.44,47942.44,47942.44,47942.44
51125.14,51000.93,50477.21,50595.5675,52619.27063,54239.39813,57856.60016,58233.84117,52995.96552,52995.96523,52995.95533,52995.38314,52994.40012,52979.93574,52977.62803,59600.67243,59600.67529,59600.73704,59603.65448,59607.18508,59642.1654,59649.34003,60834.42932,60834.4187,60834.30594,60830.92607,60830.23771,60856.62501,60864.39356,51125.14,51125.14,52923.54,56153.75,57323.35,64511.21,64511.21,50876.72,49836.62,47942.44,47942.44,47942.44,47942.44,47942.44
50109.93,50617.535,50487.1025,50243.86625,52340.93063,54064.06281,57656.09578,58165.55938,52987.46468,52987.46439,52987.45452,52986.88401,52985.90389,52971.48211,52969.1812,59564.24157,59564.24442,59564.30602,59567.21655,59570.73964,59605.6594,59612.81967,60766.51666,60766.50607,60766.39349,60763.01669,60762.32286,60788.57206,60796.30342,51125.14,51125.14,51690.96,56153.75,57323.35,64511.21,64511.21,50109.93,49836.62,47942.44,47942.44,47942.44,47942.44,47942.44
49805.2,49957.565,50479.2475,50008.14625,51944.14625,53865.7875,57444.74219,58094.11555,52978.10508,52978.10478,52978.09495,52977.52612,52976.54888,52962.16952,52959.87537,59526.20643,59526.20928,59526.27072,59529.17436,59532.68997,59567.54931,59574.69528,60696.35423,60696.34366,60696.23125,60692.85752,60692.15826,60718.27003,60725.96438,50109.93,51125.14,51125.14,55478.7,57323.35,64511.21,64511.21,49805.2,49805.2,47942.44,47942.44,47942.44,47942.44,47942.44
49073.71,49439.455,50028.495,49855.015,51543.83438,53617.12531,57227.19047,58014.8357,52966.63843,52966.63813,52966.62833,52966.06117,52965.0868,52950.74966,52948.46226,59484.07596,59484.0788,59484.14009,59487.03687,59490.54501,59525.34409,59532.47578,60620.21344,60620.20289,60620.09067,60616.72,60616.01536,60641.99034,60649.64787,49805.2,51125.14,51125.14,54866.62,57323.35,64511.21,64511.21,49073.71,49073.71,47942.44,47942.44,47942.44,47942.44,47942.44
50212.03,49642.87,49800.2175,50138.71375,51320.35938,53394.89656,57018.39406,57943.84492,52958.5604,52958.5601,52958.55033,52957.98483,52957.01332,52942.71823,52940.43753,59448.83087,59448.8337,59448.89484,59451.78479,59455.28549,59490.02443,59497.1419,60554.54917,60554.53865,60554.4266,60551.059,60550.34901,60576.18787,60583.80875,50212.03,50212.03,51125.14,54866.62,57107.4,64511.21,64511.21,49073.71,49073.71,49073.71,47942.44,47942.44,47942.44,47942.44
50667.75,50439.89,49939.6725,50213.3875,51143.52563,53193.6575,56813.99656,57876.75687,52951.85232,52951.85202,52951.84227,52951.27843,52950.30977,52936.05653,52933.78252,59416.42916,59416.43199,59416.49298,59419.37611,59422.8694,59457.54835,59464.65164,60493.29125,60493.28075,60493.16888,60489.80435,60489.08904,60514.79243,60522.37686,50667.75,50667.75,51125.14,54866.62,56572.44,64511.21,64511.21,50212.03,49073.71,49073.71,47942.44,47942.44,47942.44,47942.44
50047.84,50357.795,50000.3325,50239.79,50887.45375,53051.86438,56591.48156,57808.14633,52943.36105,52943.36076,52943.35104,52942.78885,52941.82301,52927.61146,52925.34409,59380.56919,59380.57201,59380.63285,59383.50919,59386.99509,59421.6142,59428.70335,60426.99388,60426.9834,60426.87171,60423.51025,60422.78967,60448.35822,60455.90638,50667.75,50667.75,51125.14,54866.62,56572.44,64511.21,64511.21,50047.84,49073.71,49073.71,47942.44,47942.44,47942.44,47942.44
49615.54,49831.69,50135.79,50082.1425,50559.26125,52854.50813,56358.73672,57737.97836,52933.64479,52933.64449,52933.6348,52933.07425,52932.11124,52917.94118,52915.68043,59342.37026,59342.37307,59342.43376,59345.30334,59348.78187,59383.34128,59390.41633,60357.34019,60357.32973,60357.21822,60353.85983,60353.13401,60378.56838,60386.08044,50047.84,50667.75,51125.14,54651.64,56572.44,63363.29,64511.21,49615.54,49615.54,49073.71,47942.44,47942.44,47942.44,47942.44
49683.94,49649.74,50003.7675,49901.9925,50248.78,52668.59562,56149.96984,57680.41586,52924.17043,52924.17014,52924.16047,52923.60156,52922.64135,52908.5126,52906.25844,59304.76484,59304.76764,59304.82818,59307.69103,59311.16221,59345.66206,59352.72305,60288.72661,60288.71618,60288.60485,60285.24953,60284.51851,60309.81934,60317.29548,49683.94,50667.75,50667.75,52923.54,56572.44,63363.29,64511.21,49615.54,49615.54,49073.71,47942.44,47942.44,47942.44,47942.44
49550.73,49617.335,49724.5125,49832.0925,50037.97937,52505.67719,55953.10563,57618.37141,52914.34964,52914.34935,52914.33972,52913.78243,52912.82501,52898.7374,52896.4898,59266.57661,59266.57941,59266.6398,59269.49594,59272.95981,59307.40022,59314.4472,60219.38902,60219.37861,60219.26745,60215.91522,60215.17902,60240.34694,60247.78735,49683.94,50047.84,50667.75,51690.96,56572.44,63363.29,64511.21,49550.73,49550.73,49073.71,47942.44,47942.44,47942.44,47942.44
50257.97,49904.35,49777.045,49888.68875,49948.4175,52375.90844,55754.64375,57560.89836,52906.62761,52906.62732,52906.61771,52906.06204,52905.10741,52891.06075,52888.81969,59232.68922,59232.692,59232.75225,59235.6017,59239.05827,59273.43941,59280.47242,60156.64252,60156.63214,60156.52115,60153.17199,60152.43066,60177.46631,60184.87116,50257.97,50257.97,50667.75,51125.14,56572.44,63363.29,64511.21,49550.73,49550.73,49073.71,47942.44,47942.44,47942.44,47942.44
49333.01,49795.49,49706.4125,49921.10125,49888.05812,52159.22656,55540.2125,57498.84727,52896.25426,52896.25397,52896.24439,52895.69034,52894.73848,52880.73259,52878.49803,59193.60961,59193.61239,59193.67249,59196.51528,59199.96458,59234.28657,59241.30565,60086.25798,60086.24761,60086.13681,60082.79072,60082.0443,60106.9483,60114.31776,50257.97,50257.97,50667.75,51125.14,56572.44,63363.29,64511.21,49333.01,49333.01,49333.01,47942.44,47942.44,47942.44,47942.44
49066.77,49199.89,49552.12,49777.94375,49958.32875,51963.71344,55324.96578,57429.69617,52885.15431,52885.15402,52885.14447,52884.59202,52883.64292,52869.67762,52867.44955,59153.18867,59153.19145,59153.2514,59156.08755,59159.5296,59193.79259,59200.79778,60014.01365,60014.00331,60013.89268,60010.54968,60009.79819,60034.57117,60041.90543,49333.01,50257.97,50667.75,51125.14,56572.44,63363.29,64511.21,49066.77,49066.77,49066.77,49066.77,47942.44,47942.44,47942.44
52398.99,50732.88,50264.185,49994.34875,50103.86813,51833.29313,55169.3075,57386.29875,52883.74717,52883.74689,52883.73736,52883.18651,52882.24016,52868.31529,52866.09366,59132.23656,59132.23932,59132.29913,59135.12866,59138.5635,59172.76762,59179.75896,59971.08159,59971.07128,59970.96082,59967.62089,59966.86438,59991.50696,59998.80619,52398.99,52398.99,52398.99,52398.99,56425,63363.29,64511.21,49066.77,49066.77,49066.77,49066.77,47942.44,47942.44,47942.44
52801.37,52600.18,50900.035,50338.54,50289.165,51720.05469,55014.40422,57344.10625,52883.50909,52883.5088,52883.49931,52882.95005,52882.00643,52868.1218,52865.90659,59113.70186,59113.70462,59113.76428,59116.58722,59120.01486,59154.16025,59161.13779,59931.87875,59931.86846,59931.75817,59928.42133,59927.65982,59952.17263,59959.43699,52801.37,52801.37,52801.37,52801.37,56153.75,63363.29,64511.21,52398.99,49066.77,49066.77,49066.77,47942.44,47942.44,47942.44
53598.39,53199.88,51966.38,50836.39625,50459.26937,51669.86063,54861.82766,57313.8818,52885.57224,52885.57195,52885.56248,52885.01481,52884.07392,52870.22936,52868.02054,59099.84185,59099.8446,59099.90412,59102.72049,59106.14095,59140.22775,59147.19154,59899.78027,59899.77,59899.65989,59896.32613,59895.55967,59919.94331,59927.17299,53598.39,53598.39,53598.39,53598.39,56153.75,63159.98,64511.21,52801.37,49066.77,49066.77,49066.77,47942.44,47942.44,47942.44
53571.12,53584.755,53092.4675,51322.29375,50612.14312,51615.70688,54712.00172,57285.14055,52887.54788,52887.54759,52887.53815,52886.99206,52886.05388,52872.24922,52870.04677,59085.87888,59085.88162,59085.941,59088.75083,59092.16413,59126.19249,59133.14255,59867.61933,59867.60908,59867.49915,59864.16847,59863.39708,59887.65217,59894.84733,53598.39,53598.39,53598.39,53598.39,56153.75,62937.91,64511.21,53571.12,52398.99,49066.77,49066.77,47942.44,47942.44,47942.44
54036.19,53803.655,53501.7675,51882.97625,50857.53437,51599.2325,54572.91234,57256.07672,52890.85332,52890.85304,52890.84363,52890.2991,52889.36362,52875.59869,52873.40257,59074.64333,59074.64607,59074.7053,59077.50861,59080.91479,59114.88483,59121.82121,59839.63503,59839.6248,59839.51504,59836.18745,59835.41116,59859.53831,59866.69913,54036.19,54036.19,54036.19,54036.19,56153.75,62372.27,64511.21,53571.12,52801.37,49066.77,49066.77,47942.44,47942.44,47942.44
54001.39,54018.79,53801.7725,52350.90375,51119.79625,51531.97125,54457.07734,57216.88219,52894.04452,52894.04424,52894.03485,52893.49189,52892.5591,52878.83372,52876.64392,59063.24705,59063.24978,59063.30886,59066.10568,59069.50475,59103.41662,59110.33936,59811.49492,59811.48472,59811.37513,59808.05062,59807.26948,59831.2693,59838.39593,54036.19,54036.19,54036.19,54036.19,55478.7,62372.27,64511.21,54001.39,53571.12,49066.77,49066.77,47942.44,47942.44,47942.44
53460.3,53730.845,53767.25,52866.815,51393.95813,51468.89625,54341.55375,57173.56266,52895.66936,52895.66908,52895.65972,52895.11832,52894.1882,52880.5022,52878.31868,59048.7899,59048.79262,59048.85156,59051.64191,59055.03389,59088.88772,59095.79687,59778.85488,59778.8447,59778.73528,59775.41386,59774.6279,59798.50098,59805.5936,54001.39,54036.19,54036.19,54036.19,54866.62,62372.27,64511.21,53460.3,53460.3,49066.77,49066.77,47942.44,47942.44,47942.44
54545.01,54002.655,54010.7225,53551.595,51664.76938,51492.56438,54232.07547,57137.7425,52900.39526,52900.39498,52900.38565,52899.8458,52898.91835,52885.27157,52883.0943,59040.59745,59040.60016,59040.65897,59043.44286,59046.82778,59080.62371,59087.5193,59755.68921,59755.67905,59755.56981,59752.25148,59751.46073,59775.20766,59782.26645,54545.01,54545.01,54545.01,54545.01,54866.62,62372.27,64511.21,53460.3,53460.3,52398.99,49066.77,47942.44,47942.44,47942.44
55152.43,54848.72,54289.7825,53895.775,51945.06188,51544.29375,54129.55984,57110.74039,52906.83885,52906.83857,52906.82927,52906.29096,52905.36616,52891.75843,52889.5874,59035.89766,59035.90037,59035.95903,59038.7365,59042.11438,59075.85255,59082.73461,59737.83189,59737.82175,59737.71267,59734.39743,59733.60192,59757.22332,59764.24842,55152.43,55152.43,55152.43,55152.43,55152.43,62372.27,64511.21,54545.01,53460.3,52801.37,49066.77,47942.44,47942.44,47942.44
54981.87,55067.15,54534.9025,54168.3375,52253.43875,51570.44625,54030.29531,57082.65664,52912.76751,52912.76723,52912.75795,52912.22119,52911.29903,52897.73018,52895.56535,59030.22644,59030.22915,59030.28766,59033.05874,59036.4296,59070.11014,59076.97873,59718.58841,59718.5783,59718.46939,59715.15724,59714.35701,59737.85345,59744.84505,55152.43,55152.43,55152.43,55152.43,55152.43,62372.27,,54981.87,53460.3,53460.3,49066.77,47942.44,47942.44,
54761.7,54871.785,54860.2525,54313.75125,52575.07375,51567.1675,53911.38016,57053.1282,52918.04264,52918.04236,52918.03311,52917.49787,52916.57835,52903.04821,52900.88955,59023.30813,59023.31083,59023.3692,59026.1339,59029.49777,59063.12082,59069.97597,59697.5475,59697.53741,59697.42868,59694.11961,59693.31469,59716.68677,59723.64502,54981.87,55152.43,55152.43,55152.43,55152.43,62114.99,,54761.7,54545.01,53460.3,49066.77,47942.44,47942.44,
55011.97,54886.835,54976.9925,54493.8575,52908.07563,51578.42781,53800.39547,57031.20195,52924.00825,52924.00797,52923.99874,52923.46503,52922.54812,52909.05653,52906.90403,59017.82843,59017.83111,59017.88935,59020.64769,59024.00459,59057.57028,59064.41203,59678.73419,59678.72411,59678.61555,59675.30957,59674.49999,59697.7483,59704.67336,55011.97,55152.43,55152.43,55152.43,55152.43,60886.91,,54761.7,54761.7,53460.3,49066.77,47942.44,47942.44,
