Profit (%),Buy_1,Buy_value_1,Buy_trend,Buy_2,Buy_value_2,Sell_1,Sell_value_1,Sell_trend,Sell_2,Sell_value_2
24.699486280490333,TEMA,16,DOWN,SMA,2,EMA,8,UP,RSL,2
31.563681333192847,TEMA,8,UP,RSL,4,SMA,2,UP,TEMA,16
25.05200229426829,SMA,32,UP,SPL,8,DEMA,4,UP,RSL,16
36.03956835409136,SMA,2,UP,TEMA,4,DEMA,2,DOWN,RSL,4
21.65372993841528,SMA,8,UP,EMA,4,EMA,2,UP,SPL,32
20.556481987808226,TEMA,16,UP,RSL,2,SMA,16,DOWN,SPL,4
27.160913398512434,SMA,4,UP,TEMA,2,DEMA,2,DOWN,RSL,4
35.76059407879842,SMA,16,UP,SPL,4,TEMA,8,DOWN,SPL,2
36.8871674477592,SMA,4,UP,SPL,2,SMA,2,UP,TEMA,8
16.082184050413787,TEMA,4,UP,SPL,2,SMA,8,DOWN,SPL,2
20.628527190208644,TEMA,16,UP,RSL,16,EMA,8,UP,RSL,8
28.405652539866367,DEMA,8,UP,RSL,2,SMA,8,DOWN,SPL,2
36.90362171724726,EMA,2,DOWN,SMA,2,SMA,32,UP,SPL,4
23.44559006476139,SMA,4,UP,DEMA,2,EMA,32,UP,SPL,16
16.89076085657763,EMA,2,UP,SPL,2,TEMA,8,DOWN,RSL,32
14.503788056125899,SMA,2,UP,DEMA,16,TEMA,4,DOWN,RSL,8
27.91653029819099,TEMA,4,DOWN,SMA,4,DEMA,8,UP,SPL,8
22.30632581105762,SMA,8,UP,DEMA,2,TEMA,8,DOWN,SPL,4
21.88436657426621,TEMA,32,UP,SPL,2,SMA,4,UP,TEMA,8
26.12446761835689,DEMA,2,UP,EMA,4,EMA,4,UP,SPL,16
21.34887719065719,DEMA,16,UP,SPL,2,EMA,2,DOWN,SMA,32
22.53769631066487,SMA,16,UP,RSL,2,TEMA,4,UP,TEMA,2
17.820348109171405,TEMA,32,DOWN,RSL,4,EMA,4,DOWN,SMA,2
29.424977580971046,DEMA,2,UP,EMA,2,TEMA,32,DOWN,RSL,4
49.95707719474947,TEMA,8,UP,RSL,2,SMA,8,UP,TEMA,2
16.269247700522044,EMA,16,UP,SPL,4,EMA,16,UP,SPL,16
18.20773273449727,DEMA,8,DOWN,RSL,8,SMA,16,UP,SPL,8
13.354754576498436,SMA,2,UP,DEMA,32,DEMA,32,DOWN,SPL,4
21.371149984650074,DEMA,8,UP,RSL,4,TEMA,8,DOWN,RSL,2
40.53941561950052,DEMA,2,UP,RSL,2,SMA,2,UP,TEMA,4
17.602007258431286,SMA,2,UP,EMA,8,DEMA,16,UP,SPL,4
12.899444671825975,DEMA,8,DOWN,SMA,8,TEMA,32,DOWN,SPL,2
12.964541824819293,TEMA,32,UP,SPL,16,SMA,8,DOWN,RSL,2
15.689535705790632,DEMA,16,UP,SMA,4,TEMA,8,UP,SPL,4
28.339456580602274,EMA,2,UP,SPL,4,TEMA,16,UP,RSL,16
39.26826609531662,SMA,2,UP,EMA,4,TEMA,2,DOWN,SPL,8
10.59034681005788,TEMA,8,UP,SPL,8,DEMA,16,DOWN,SMA,8
28.41612508883489,EMA,2,DOWN,TEMA,2,EMA,32,UP,SPL,32
14.142670310614264,DEMA,4,DOWN,RSL,8,SMA,16,DOWN,SMA,8
15.230671892294424,SMA,32,UP,SPL,16,SMA,4,UP,TEMA,8
27.643316554469592,EMA,2,UP,SPL,4,SMA,4,UP,EMA,2
32.94753293254439,EMA,2,DOWN,DEMA,4,DEMA,16,UP,RSL,8
24.287822528840408,EMA,4,DOWN,SMA,4,DEMA,4,DOWN,SPL,4
20.0166002773053,TEMA,16,DOWN,RSL,2,EMA,8,DOWN,SMA,4
32.624395636254775,SMA,4,UP,EMA,2,DEMA,2,UP,RSL,16
17.222925013099655,DEMA,32,UP,SPL,16,EMA,8,DOWN,SMA,4
23.050688763992795,DEMA,2,UP,RSL,2,EMA,32,UP,RSL,2
27.056117371612316,SMA,2,UP,EMA,8,DEMA,2,UP,SPL,16
12.926871585381434,DEMA,8,UP,SPL,8,EMA,2,DOWN,SPL,32
18.36972673644921,SMA,16,UP,EMA,8,EMA,16,UP,RSL,16
26.12446761835689,SMA,4,UP,EMA,4,EMA,32,UP,SPL,8
19.853631582575943,SMA,2,UP,TEMA,32,DEMA,32,UP,SPL,4
35.39769659490332,TEMA,16,UP,SPL,4,SMA,16,UP,DEMA,2
13.907849387650202,TEMA,16,UP,RSL,16,TEMA,32,UP,DEMA,2
14.08953372035198,DEMA,4,DOWN,RSL,8,DEMA,8,DOWN,SPL,2
13.55991694945557,DEMA,4,DOWN,RSL,2,TEMA,32,UP,SMA,16
18.540137641207394,EMA,2,DOWN,SPL,4,DEMA,32,UP,SPL,2
19.191690602177843,DEMA,8,DOWN,SMA,2,EMA,8,UP,RSL,16
14.46317156383978,TEMA,16,UP,RSL,2,EMA,8,UP,SMA,32
17.496286863337886,TEMA,16,DOWN,SPL,2,DEMA,4,DOWN,SPL,2
22.839855456916,DEMA,16,UP,SMA,8,EMA,2,UP,RSL,4
22.45850516589445,TEMA,8,UP,RSL,2,DEMA,4,DOWN,TEMA,32
17.820348109171405,SMA,32,UP,SPL,8,EMA,4,UP,SPL,4
25.35655454058535,EMA,2,DOWN,SPL,8,DEMA,2,UP,RSL,16
12.848616708285988,EMA,2,DOWN,DEMA,2,TEMA,16,UP,RSL,8
15.425942064453437,TEMA,16,UP,SPL,2,EMA,16,DOWN,SMA,2
26.12446761835689,TEMA,4,UP,DEMA,4,EMA,32,UP,SPL,32
17.50492632039355,DEMA,32,UP,EMA,8,DEMA,16,UP,SPL,4
33.7288972175829,TEMA,32,DOWN,SPL,8,SMA,16,UP,TEMA,16
11.510536413996917,SMA,32,UP,EMA,2,DEMA,8,UP,SPL,2
18.030926661199572,TEMA,32,UP,SMA,16,EMA,8,UP,RSL,8
10.523301057333256,TEMA,32,UP,DEMA,2,EMA,2,UP,RSL,4
27.57519040790919,DEMA,4,DOWN,RSL,2,EMA,32,UP,SPL,2
18.730105151655323,EMA,2,UP,SPL,8,EMA,4,UP,SPL,16
30.897277875480484,EMA,4,DOWN,RSL,2,TEMA,32,UP,RSL,8
12.510402826123581,TEMA,2,UP,RSL,16,TEMA,8,UP,RSL,4
20.0166002773053,SMA,4,DOWN,RSL,2,DEMA,4,DOWN,SMA,16
32.102619849890175,SMA,2,DOWN,DEMA,2,EMA,8,UP,RSL,4
10.333573914806678,DEMA,16,UP,RSL,4,SMA,16,UP,RSL,4
35.64003854296726,SMA,4,UP,EMA,2,DEMA,4,UP,SPL,16
32.44380316932694,DEMA,8,DOWN,RSL,8,TEMA,16,DOWN,SPL,8
21.70086475289061,SMA,4,DOWN,SPL,2,DEMA,16,UP,RSL,8
22.86071781555161,DEMA,2,UP,SPL,2,DEMA,4,DOWN,SPL,2
18.154329472261068,DEMA,32,UP,SPL,2,EMA,16,UP,SPL,8
10.549765776740102,SMA,2,UP,TEMA,4,DEMA,16,DOWN,RSL,2
24.60522933226551,TEMA,8,DOWN,RSL,2,TEMA,32,DOWN,RSL,2
19.97058107150147,TEMA,32,DOWN,SMA,4,EMA,16,UP,RSL,8
19.4141146155618,DEMA,8,DOWN,DEMA,2,TEMA,8,DOWN,RSL,32
29.424977580971046,SMA,4,UP,EMA,2,TEMA,32,DOWN,RSL,2
21.979421954246902,SMA,8,UP,DEMA,16,DEMA,2,UP,SPL,8
18.805781728990453,TEMA,16,UP,SPL,4,EMA,32,DOWN,SMA,2
14.877683804457263,EMA,4,DOWN,SPL,4,DEMA,2,UP,SPL,2
32.489964673488004,DEMA,4,DOWN,SMA,8,TEMA,4,DOWN,SPL,8
30.538672509023797,DEMA,8,UP,RSL,2,SMA,4,UP,SMA,16
36.09625126987635,TEMA,8,DOWN,RSL,2,SMA,16,UP,TEMA,16
12.364783678587088,TEMA,32,UP,SMA,16,SMA,16,DOWN,SPL,4
15.001614186045543,DEMA,32,UP,SPL,16,DEMA,32,DOWN,TEMA,2
13.357622642918002,EMA,2,DOWN,SPL,4,EMA,4,DOWN,SMA,2
12.364783678587088,DEMA,32,UP,EMA,2,TEMA,4,UP,SPL,8
27.62681256761232,EMA,4,DOWN,TEMA,4,EMA,2,UP,SPL,16
10.589374392356376,DEMA,32,UP,DEMA,8,EMA,16,DOWN,SPL,32
14.321020552800505,EMA,4,DOWN,SMA,4,DEMA,32,DOWN,SPL,8
12.630536833661921,EMA,16,UP,SPL,8,DEMA,8,UP,RSL,2
22.949227786573644,EMA,8,UP,SPL,4,TEMA,4,DOWN,RSL,32
27.525077825207447,SMA,2,UP,EMA,8,SMA,32,UP,RSL,2
12.467921657959408,SMA,2,UP,EMA,8,SMA,16,DOWN,SPL,8
11.510536413996917,SMA,32,UP,EMA,4,TEMA,32,UP,RSL,4
34.19496001457975,EMA,8,UP,SPL,8,SMA,16,UP,TEMA,4
13.22008769484151,SMA,32,UP,EMA,16,DEMA,32,UP,RSL,32
24.661966699145836,TEMA,16,DOWN,SPL,4,TEMA,4,DOWN,RSL,4
27.57519040790919,EMA,4,DOWN,SMA,2,EMA,16,UP,SPL,16
