Profit (%),Buy_1,Buy_value_1,Buy_trend,Buy_2,Buy_value_2,Sell_1,Sell_value_1,Sell_trend,Sell_2,Sell_value_2
11.522695375785204,TEMA,16,DOWN,RSL,4,SMA,2,UP,EMA,8
15.887397408899773,DEMA,16,DOWN,RSL,4,SMA,2,UP,EMA,16
10.870258794461947,DEMA,4,DOWN,RSL,4,SMA,4,UP,EMA,2
11.894900950278767,TEMA,8,DOWN,SMA,8,SMA,32,UP,RSL,2
11.326833175683703,SMA,2,UP,SMA,8,TEMA,4,DOWN,SPL,8
11.71311252986142,SMA,32,DOWN,RSL,4,SMA,8,UP,TEMA,2
10.344326029233414,SMA,16,UP,RSL,4,SMA,2,UP,SMA,8
15.397136389141437,DEMA,4,DOWN,SMA,8,SMA,8,DOWN,SPL,4
10.83343309930224,EMA,8,DOWN,RSL,8,TEMA,8,DOWN,SPL,8
12.295421814443912,TEMA,32,DOWN,RSL,4,SMA,2,UP,EMA,2
12.406886559958082,DEMA,32,DOWN,RSL,8,SMA,2,UP,EMA,4
10.533476459475779,EMA,16,DOWN,RSL,16,SMA,8,DOWN,SPL,4
14.776371634625661,SMA,32,DOWN,RSL,8,SMA,2,UP,EMA,8
12.150482341959005,SMA,32,DOWN,RSL,4,SMA,32,UP,SPL,2
12.09089971105351,SMA,32,DOWN,RSL,8,SMA,2,UP,SMA,4
10.325904588142478,TEMA,32,DOWN,RSL,2,SMA,32,UP,SPL,2
15.915962898678657,SMA,16,DOWN,RSL,8,SMA,2,UP,EMA,16
15.967875884139843,DEMA,16,DOWN,RSL,4,SMA,2,UP,EMA,4
16.306241267731465,EMA,2,DOWN,RSL,4,SMA,2,UP,EMA,4
10.912211172708197,DEMA,16,DOWN,SPL,8,SMA,2,UP,EMA,16
17.028190258161445,SMA,8,DOWN,RSL,4,TEMA,2,DOWN,SPL,8
10.695983368814723,EMA,16,DOWN,RSL,4,SMA,2,UP,SMA,8
13.080142846126662,DEMA,2,DOWN,RSL,4,SMA,8,DOWN,SPL,4
10.365442191739291,SMA,16,DOWN,RSL,4,SMA,2,UP,EMA,16
17.20139283630178,EMA,2,DOWN,RSL,8,SMA,2,UP,EMA,16
10.721976514399884,DEMA,8,DOWN,SPL,4,SMA,32,UP,SPL,2
12.406886559958082,DEMA,32,DOWN,RSL,8,SMA,2,UP,EMA,8
11.522695375785204,TEMA,4,DOWN,RSL,4,SMA,2,UP,EMA,4
10.570402366229615,DEMA,32,DOWN,RSL,8,SMA,8,UP,TEMA,2
15.996585343907398,SMA,16,DOWN,RSL,8,SMA,2,UP,EMA,4
14.906634972925033,DEMA,8,DOWN,RSL,4,SMA,32,UP,SPL,2
11.584199787700697,SMA,16,DOWN,RSL,8,SMA,4,UP,EMA,4
11.326833175683703,SMA,2,UP,SMA,8,TEMA,8,DOWN,SPL,8
11.68185140228293,EMA,4,DOWN,RSL,8,SMA,4,DOWN,SPL,2
10.329428883520919,EMA,2,DOWN,RSL,8,EMA,4,DOWN,SMA,2
10.137362610992454,DEMA,32,DOWN,SMA,8,SMA,32,UP,RSL,2
14.906634972925033,DEMA,16,DOWN,RSL,4,SMA,32,UP,SPL,2
12.295421814443912,TEMA,32,DOWN,RSL,4,SMA,2,UP,EMA,8
10.07494505615243,TEMA,32,DOWN,SMA,8,SMA,32,UP,SPL,4
15.967875884139843,DEMA,4,DOWN,RSL,4,SMA,2,UP,EMA,2
17.28290933013392,EMA,2,DOWN,RSL,8,SMA,2,UP,EMA,8
17.28290933013392,EMA,2,DOWN,RSL,8,SMA,2,UP,EMA,4
10.070116615663153,DEMA,16,DOWN,SPL,4,SMA,2,UP,TEMA,2
11.115997977707622,DEMA,4,DOWN,SMA,8,TEMA,2,DOWN,SPL,8
11.495466312898998,DEMA,16,DOWN,SMA,4,SMA,8,DOWN,SPL,4
12.259664829589994,EMA,8,DOWN,RSL,4,TEMA,2,DOWN,SPL,8
19.966249526850277,SMA,8,DOWN,RSL,4,SMA,2,UP,EMA,2
10.533476459475779,EMA,4,DOWN,RSL,16,SMA,8,DOWN,SPL,4
11.377917017207636,DEMA,16,DOWN,RSL,8,SMA,2,UP,SMA,8
15.996585343907398,SMA,16,DOWN,RSL,8,SMA,2,UP,EMA,8
12.945532827186113,EMA,2,DOWN,RSL,16,SMA,2,UP,EMA,16
15.480290009235091,EMA,16,DOWN,RSL,4,SMA,2,UP,EMA,4
12.346518506369577,EMA,2,DOWN,RSL,16,SMA,2,UP,SMA,4
10.912211172708197,DEMA,16,DOWN,SPL,8,SMA,2,UP,EMA,8
12.295421814443912,TEMA,32,DOWN,RSL,4,SMA,2,UP,EMA,4
10.83343309930224,EMA,4,DOWN,RSL,8,TEMA,4,DOWN,SPL,8
17.28290933013392,EMA,4,DOWN,RSL,8,SMA,2,UP,EMA,2
10.107563169247399,TEMA,32,DOWN,RSL,2,SMA,32,UP,RSL,2
10.070116615663153,DEMA,16,DOWN,SPL,4,SMA,2,UP,TEMA,8
10.43140116770627,TEMA,32,DOWN,RSL,4,SMA,8,UP,TEMA,8
12.339443974069724,EMA,4,DOWN,RSL,4,TEMA,2,DOWN,SPL,8
12.135090520457496,EMA,8,DOWN,RSL,8,SMA,4,UP,EMA,4
10.170132520401168,SMA,32,DOWN,SMA,16,SMA,32,UP,SPL,4
11.522695375785204,TEMA,4,DOWN,RSL,4,SMA,2,UP,EMA,16
10.654512563954043,TEMA,8,DOWN,SMA,8,SMA,8,DOWN,SPL,4
10.579275875565955,TEMA,16,DOWN,RSL,4,SMA,32,UP,SPL,2
12.224101569359632,DEMA,16,DOWN,SMA,4,SMA,32,UP,RSL,2
12.346518506369577,EMA,8,DOWN,RSL,16,SMA,2,UP,SMA,4
14.906634972925033,DEMA,4,DOWN,RSL,4,SMA,32,UP,SPL,2
14.055374733463537,DEMA,4,DOWN,RSL,4,SMA,32,UP,RSL,2
12.270684394368729,EMA,8,DOWN,RSL,8,SMA,2,UP,SMA,8
15.887397408899773,DEMA,4,DOWN,RSL,4,SMA,2,UP,EMA,16
15.397136389141437,DEMA,8,DOWN,SMA,8,SMA,8,DOWN,SPL,4
10.870258794461947,DEMA,8,DOWN,RSL,4,SMA,4,UP,EMA,8
12.135090520457496,EMA,8,DOWN,RSL,8,SMA,4,UP,EMA,2
12.88605949299091,SMA,32,DOWN,RSL,8,SMA,8,UP,TEMA,4
10.870258794461947,DEMA,16,DOWN,RSL,4,SMA,4,UP,EMA,4
14.776371634625661,SMA,32,DOWN,RSL,8,SMA,2,UP,EMA,4
16.388245060918265,EMA,4,DOWN,RSL,4,SMA,2,UP,EMA,2
11.894900950278767,TEMA,2,DOWN,SMA,8,SMA,32,UP,RSL,2
10.721976514399884,DEMA,16,DOWN,SPL,4,SMA,32,UP,SPL,2
11.584199787700697,SMA,16,DOWN,RSL,8,SMA,4,UP,EMA,2
10.36763110416463,TEMA,8,DOWN,RSL,4,SMA,32,UP,RSL,2
11.584199787700697,SMA,16,DOWN,RSL,8,SMA,4,UP,EMA,8
12.135090520457496,EMA,8,DOWN,RSL,8,SMA,4,UP,EMA,16
11.522695375785204,TEMA,8,DOWN,RSL,4,SMA,2,UP,EMA,2
10.579275875565955,TEMA,8,DOWN,RSL,4,SMA,32,UP,SPL,2
15.480290009235091,EMA,16,DOWN,RSL,4,SMA,2,UP,EMA,8
14.94440670171906,DEMA,16,DOWN,SMA,8,SMA,32,UP,SPL,2
11.522695375785204,TEMA,8,DOWN,RSL,4,SMA,2,UP,EMA,4
11.522695375785204,TEMA,4,DOWN,RSL,4,SMA,2,UP,EMA,2
11.115997977707622,DEMA,2,DOWN,SMA,8,TEMA,8,DOWN,SPL,8
13.0235161154676,EMA,16,DOWN,RSL,16,SMA,2,UP,EMA,2
10.83343309930224,EMA,4,DOWN,RSL,8,TEMA,16,DOWN,SPL,8
13.520104814014303,SMA,16,DOWN,SPL,2,SMA,2,UP,SMA,8
12.135090520457496,EMA,8,DOWN,RSL,8,SMA,4,UP,EMA,8
12.096208427007483,TEMA,4,DOWN,SMA,8,SMA,32,UP,SPL,2
14.418033808305722,EMA,32,DOWN,RSL,16,SMA,2,UP,EMA,8
17.28290933013392,EMA,8,DOWN,RSL,8,SMA,2,UP,EMA,4
10.870258794461947,DEMA,2,DOWN,RSL,4,SMA,4,UP,EMA,2
10.870258794461947,DEMA,4,DOWN,RSL,4,SMA,4,UP,EMA,4
10.008289175466345,SMA,16,DOWN,RSL,8,TEMA,16,DOWN,SPL,8
11.71311252986142,SMA,32,DOWN,RSL,4,SMA,8,UP,TEMA,8
11.788616799176879,TEMA,32,DOWN,RSL,2,SMA,2,UP,EMA,8
10.008289175466345,SMA,16,DOWN,RSL,8,TEMA,8,DOWN,SPL,8
11.788616799176879,TEMA,32,DOWN,RSL,2,SMA,2,UP,EMA,16
11.376175540043178,DEMA,16,DOWN,RSL,8,SMA,2,UP,EMA,16
13.080142846126662,DEMA,4,DOWN,RSL,4,SMA,8,DOWN,SPL,4
10.570402366229615,DEMA,32,DOWN,RSL,8,SMA,8,UP,TEMA,8
10.421332210732416,SMA,32,DOWN,RSL,4,SMA,32,UP,SPL,4
15.887397408899773,DEMA,8,DOWN,RSL,4,SMA,2,UP,EMA,16
10.912211172708197,DEMA,16,DOWN,SPL,8,SMA,2,UP,EMA,2
12.346518506369577,EMA,4,DOWN,RSL,16,SMA,2,UP,SMA,4
10.070116615663153,DEMA,16,DOWN,SPL,4,SMA,2,UP,TEMA,16
10.75258484616451,DEMA,16,DOWN,SMA,4,SMA,32,UP,SPL,4
12.48014182408538,DEMA,16,DOWN,SMA,4,SMA,32,UP,SPL,2
10.83343309930224,EMA,4,DOWN,RSL,8,TEMA,2,DOWN,SPL,8
10.870258794461947,DEMA,4,DOWN,RSL,4,SMA,4,UP,EMA,8
15.967875884139843,DEMA,8,DOWN,RSL,4,SMA,2,UP,EMA,2
15.967875884139843,DEMA,2,DOWN,RSL,4,SMA,2,UP,EMA,4
10.870258794461947,DEMA,8,DOWN,RSL,4,SMA,4,UP,EMA,2
12.528972898706883,EMA,16,DOWN,RSL,4,SMA,4,UP,EMA,16
15.40623980622523,EMA,16,DOWN,RSL,4,SMA,2,UP,EMA,16
10.714359866831288,TEMA,8,DOWN,SPL,4,SMA,2,UP,SMA,8
10.038436835703308,EMA,16,DOWN,RSL,4,SMA,8,UP,TEMA,4
14.016862445712306,DEMA,32,DOWN,SPL,4,SMA,2,UP,SMA,8
10.070116615663153,DEMA,16,DOWN,SPL,4,SMA,2,UP,TEMA,4
13.023320673728549,SMA,32,DOWN,RSL,8,SMA,2,UP,SMA,8
12.135090520457496,EMA,2,DOWN,RSL,8,SMA,4,UP,EMA,16
10.450832875337696,SMA,16,DOWN,RSL,4,SMA,2,UP,EMA,2
12.904524522170433,DEMA,16,DOWN,SPL,4,SMA,2,UP,SMA,8
13.0235161154676,EMA,2,DOWN,RSL,16,SMA,2,UP,EMA,8
11.093414815651585,TEMA,2,DOWN,RSL,8,SMA,2,UP,SMA,8
12.135090520457496,EMA,2,DOWN,RSL,8,SMA,4,UP,EMA,2
12.14851258101676,SMA,32,DOWN,RSL,8,SMA,2,UP,TEMA,2
10.83343309930224,EMA,8,DOWN,RSL,8,TEMA,4,DOWN,SPL,8
10.570402366229615,DEMA,32,DOWN,RSL,8,SMA,8,UP,TEMA,4
11.522695375785204,TEMA,2,DOWN,RSL,4,SMA,2,UP,EMA,8
10.43140116770627,TEMA,32,DOWN,RSL,4,SMA,8,UP,TEMA,4
16.306241267731465,EMA,8,DOWN,RSL,4,SMA,2,UP,EMA,4
10.329428883520919,EMA,16,DOWN,RSL,8,EMA,16,DOWN,SMA,2
12.096208427007483,TEMA,2,DOWN,SMA,8,SMA,32,UP,SPL,2
11.522695375785204,TEMA,8,DOWN,RSL,4,SMA,2,UP,EMA,16
10.83343309930224,EMA,16,DOWN,RSL,8,TEMA,16,DOWN,SPL,8
12.945532827186113,EMA,8,DOWN,RSL,16,SMA,2,UP,EMA,16
12.14851258101676,SMA,32,DOWN,RSL,8,SMA,2,UP,TEMA,4
10.038436835703308,EMA,16,DOWN,RSL,4,SMA,8,UP,TEMA,8
17.28290933013392,EMA,16,DOWN,RSL,8,SMA,2,UP,EMA,2
16.44981082744964,DEMA,4,DOWN,SMA,8,SMA,32,UP,RSL,2
12.295421814443912,TEMA,32,DOWN,RSL,4,SMA,2,UP,EMA,16
11.71311252986142,SMA,32,DOWN,RSL,4,SMA,8,UP,TEMA,4
11.90155029193221,EMA,16,DOWN,RSL,4,TEMA,8,DOWN,SPL,8
