Expect,Profit,Number,Win rate,Win average,Loss rate,Loss average,Buy_1,Buy_value_1,Buy_trend,Buy_2,Buy_value_2,Sell_1,Sell_value_1,Sell_trend,Sell_2,Sell_value_2
32.89746774091118,3.501327272860628,11,54.54545454545454,7.808953888317582,45.45454545454546,0.9675592111155907,PRICE,0,ANY,EMA,32,PRICE,0,UP,EMA,128
28.52520002200488,6.329254269378825,10,90.0,8.685542254503936,10.0,2.218829057989538,SMA,16,UP_DOWN,SMA,8,EMA,8,DOWN,SMA,2
31.42029856241187,6.24677763854105,11,90.9090909090909,7.676872657028755,9.090909090909093,1.8073949077949578,TEMA,16,ANY,SMA,4,SMA,2,UP,TEMA,64
21.43242197412758,6.767835001227631,12,91.66666666666666,7.622316635942269,8.333333333333343,2.631462980633387,TEMA,4,ANY,SMA,2,PRICE,0,UP,TEMA,32
21.081337738166667,4.200193523639445,10,60.0,9.728637204141632,40.0,1.9923752352941122,PRICE,0,ANY,SMA,16,SMA,2,UP,TEMA,4
24.587185454107072,3.828811893391039,11,63.63636363636363,7.372632747277789,36.36363636363637,1.4156716275630146,EMA,16,DOWN,SMA,4,EMA,2,UP,RSL,2
45.40011357381052,5.955083716288855,10,90.0,8.085854862514733,10.0,1.3116891671663353,SMA,8,UP,RSL,2,TEMA,64,UP_DOWN,PRICE,0
39.74162198718949,3.9623690733563195,11,63.63636363636363,7.310571684489874,36.36363636363637,0.9063932277883211,PRICE,0,ANY,EMA,64,PRICE,0,UP,EMA,128
57.574623448990245,8.284311335318133,12,83.33333333333334,10.180987338568787,16.666666666666657,1.1990686809351345,SMA,4,ANY,TEMA,16,PRICE,0,UP,TEMA,64
21.547212357005254,6.087720576519956,13,84.61538461538461,7.03629570770818,15.384615384615387,2.1733029332752523,SMA,2,UP,SMA,4,PRICE,0,UP,TEMA,64
29.8865992332377,4.097592623734486,13,61.53846153846154,6.805546050917686,38.46153846153846,1.05465138450553,TEMA,64,UP,RSL,4,TEMA,32,UP_DOWN,PRICE,0
27.16601837125577,2.618694890934781,10,70.0,4.902316858710994,30.0,0.9639597732531939,SMA,32,DOWN,SPL,8,SMA,4,UP,SPL,2
31.338400906695057,4.3515746927763495,10,70.0,8.05494626962209,30.0,1.3885758580128094,SMA,2,UP,SMA,4,SMA,2,UP,TEMA,16
20.236947809266265,3.924298653393579,15,53.333333333333336,7.017633490897191,46.666666666666664,1.2927834409220833,EMA,32,DOWN,RSL,4,EMA,2,UP,RSL,8
21.614221059840542,6.601189090220611,14,78.57142857142857,7.796250818752742,21.42857142857143,2.1814966412109413,PRICE,0,UP,SMA,4,PRICE,0,UP,TEMA,64
26.39426339917445,3.3604023278986097,10,60.0,7.569575536317092,40.0,1.2731563207798082,EMA,128,DOWN,SMA,2,EMA,2,UP,RSL,2
23.16618250412816,4.982959129889117,11,81.81818181818183,7.078483398076582,18.181818181818173,1.9554205120099155,SMA,2,UP_DOWN,SMA,4,SMA,2,UP,TEMA,32
26.208927125254196,4.8369877745620995,14,71.42857142857143,6.331685245420369,28.57142857142857,1.3182497898646233,TEMA,4,UP,RSL,4,TEMA,16,UP_DOWN,PRICE,0
23.598068674974026,4.762257173999822,10,60.0,10.869894836432083,40.0,2.0180707326486598,SMA,16,ANY,SMA,128,SMA,32,UP_DOWN,SMA,2
24.500585903268476,3.933576031578003,13,61.53846153846154,6.672240414054935,38.46153846153846,1.2350021867006888,EMA,4,ANY,SMA,4,EMA,8,UP,RSL,2
53.07428851420102,3.416651954920642,11,81.81818181818183,4.685586240612041,18.181818181818173,0.5852263532303326,SMA,16,UP_DOWN,SMA,64,SMA,4,UP,SMA,16
23.67539730749706,2.945092761022201,11,54.54545454545454,6.832569233956076,45.45454545454546,1.1308604542940088,SMA,128,UP_DOWN,SMA,2,SMA,128,UP,SPL,4
20.51476049958234,6.478059937345324,12,91.66666666666666,7.306198384434297,8.333333333333343,2.631462980633387,TEMA,16,ANY,SMA,2,PRICE,0,UP,TEMA,32
23.131543189386733,5.302418094665824,10,60.0,12.133028825465752,40.0,2.292288954201158,SMA,16,ANY,SMA,128,SMA,32,UP_DOWN,SMA,4
27.447507144102616,7.778031970961173,10,80.0,12.375494075986023,20.0,2.8337844781770514,SMA,2,ANY,TEMA,16,PRICE,0,UP,TEMA,32
52.76948512265299,5.881253038595026,10,80.0,9.100509007513145,20.0,1.1145177984824244,EMA,16,DOWN,SPL,4,SMA,16,UP_DOWN,PRICE,0
20.009964611109453,4.43000907686347,11,63.63636363636363,8.744379978547824,36.36363636363637,2.0126377318682813,SMA,2,UP,EMA,32,SMA,32,UP,SPL,2
32.4924303530482,7.618402846600958,12,75.0,10.809167699660637,25.0,1.9538917125780795,PRICE,0,ANY,TEMA,2,PRICE,0,UP,TEMA,4
21.309285435868524,6.302448261033543,11,54.54545454545454,14.84550756005983,45.45454545454546,2.6887332455912913,EMA,2,ANY,SMA,2,SMA,64,UP,RSL,8
35.96413527803007,4.786269972331801,11,54.54545454545454,10.58075606670294,45.45454545454546,1.209859346447206,PRICE,0,ANY,SMA,4,TEMA,64,UP_DOWN,SMA,2
25.756177125100365,3.9749752090944206,11,63.63636363636363,7.615962421244682,36.36363636363637,1.4030086098949326,EMA,128,DOWN,PRICE,0,SMA,16,UP_DOWN,PRICE,0
20.86465144505885,5.464505829351068,11,72.72727272727273,9.089608413457658,27.272727272727266,2.3809324518161503,SMA,4,DOWN,SMA,2,PRICE,0,UP,TEMA,128
72.4671954069813,5.255170733080203,10,70.0,9.319655226411651,30.0,0.7251792626397039,SMA,16,ANY,SPL,2,SMA,2,UP,TEMA,32
23.54679202109975,4.422994539297005,10,60.0,10.098245871602492,40.0,1.87838518951272,SMA,2,UP,SMA,8,TEMA,4,UP_DOWN,SMA,2
21.194761384773244,5.808900828250404,10,80.0,9.398532443852075,20.0,2.7407248059058773,SMA,8,UP,RSL,2,TEMA,64,UP,SPL,2
31.12341539570168,3.829784454888788,10,70.0,7.092708558522086,30.0,1.2305154836630503,SMA,16,ANY,TEMA,8,SMA,4,UP_DOWN,SMA,8
26.39426339917445,3.3604023278986097,10,60.0,7.569575536317092,40.0,1.2731563207798082,EMA,128,ANY,SMA,2,EMA,16,UP,RSL,2
20.236947809266265,3.924298653393579,15,53.333333333333336,7.017633490897191,46.666666666666664,1.2927834409220833,EMA,32,DOWN,RSL,4,EMA,8,UP,RSL,8
25.799580657538097,2.6787031523615368,11,72.72727272727273,4.3720117438165325,27.272727272727266,0.9438853740646067,SMA,8,UP,SMA,128,SMA,8,UP_DOWN,SMA,4
44.2010561207727,1.9973392195751565,12,75.0,2.788640043899496,25.0,0.3765632533978618,SMA,2,ANY,EMA,16,SMA,4,UP,EMA,8
42.51984902965817,5.9042035848932715,10,70.0,10.716595798965384,30.0,1.3885758580128094,SMA,2,UP,SMA,4,SMA,2,UP,TEMA,8
42.87082532451575,4.640033424967765,13,69.23076923076923,6.556738215895944,30.769230769230774,0.8325607108625803,SMA,4,ANY,SPL,2,TEMA,8,UP_DOWN,SMA,2
30.808076663617737,4.354131758385425,13,61.53846153846154,7.210672893045457,38.46153846153846,1.0871604087477096,EMA,16,ANY,SMA,2,EMA,4,UP,RSL,2
27.06669966809689,6.8598423610428085,12,75.0,9.850462433472678,25.0,2.1120178562468035,SMA,16,UP,SPL,4,PRICE,0,UP,TEMA,64
25.745248262969767,4.767180191426397,10,80.0,7.613688739384935,20.0,1.85167380898136,SMA,64,ANY,PRICE,0,PRICE,0,UP,TEMA,16
25.665382003184607,4.736673820549075,14,71.42857142857143,6.211308500604739,28.57142857142857,1.3182497898646233,TEMA,2,UP,RSL,4,TEMA,2,UP_DOWN,PRICE,0
21.843900220605423,4.896674827241036,13,76.92307692307693,6.393317540755009,23.076923076923066,1.7243591602192225,TEMA,8,UP,RSL,4,TEMA,64,UP_DOWN,PRICE,0
25.417220225887863,8.62309080308651,11,72.72727272727273,14.091210377722321,27.272727272727266,3.0841977949134836,PRICE,0,ANY,EMA,2,SMA,8,UP_DOWN,SMA,32
24.42154987863491,7.340111077889625,13,69.23076923076923,10.814366132828393,30.769230769230774,2.3119905651950106,SMA,16,UP,SPL,4,TEMA,8,UP_DOWN,PRICE,0
22.507576098717916,5.163662112479595,12,58.333333333333336,10.217580555960277,41.666666666666664,1.9118237083933594,EMA,2,DOWN,RSL,4,SMA,4,UP_DOWN,SMA,8
26.59328760335661,4.924209414984412,10,80.0,7.849232574721958,20.0,1.85167380898136,SMA,64,ANY,PRICE,0,PRICE,0,UP,TEMA,2
32.99219795629049,4.624004055890737,14,71.42857142857143,5.949246213146854,28.57142857142857,1.0011033651949255,EMA,64,DOWN,RSL,4,SMA,2,UP_DOWN,SMA,8
362.31776401441886,5.662964595638407,10,80.0,8.53352146527058,20.0,0.15629828725187878,SMA,2,ANY,EMA,4,PRICE,0,UP,EMA,32
266.12248324519726,4.0452164174906775,11,72.72727272727273,6.11964478944059,27.272727272727266,0.13818710187886532,SMA,2,ANY,EMA,64,PRICE,0,UP,EMA,64
21.72612087682124,2.0050240431981146,10,60.0,4.625290311662252,40.0,0.9228633378990345,SMA,16,ANY,TEMA,8,PRICE,0,UP_DOWN,SMA,8
22.166565277506763,4.224042170486107,10,70.0,8.057897285174418,30.0,1.905591650129215,PRICE,0,UP,SMA,8,TEMA,32,UP_DOWN,SMA,2
29.745847142059475,7.38777399695552,10,60.0,16.431302708549172,40.0,2.483632071957196,SMA,16,UP,SPL,8,TEMA,64,UP_DOWN,PRICE,0
21.816736239310274,4.3731408265389184,10,80.0,7.06083349505424,20.0,2.004489020983449,EMA,8,ANY,RSL,2,SMA,16,UP_DOWN,PRICE,0
29.991386812058863,4.825660029123783,14,92.85714285714286,4.542862845642519,7.142857142857139,1.149296643867359,TEMA,16,UP,RSL,4,PRICE,0,UP,TEMA,2
44.38066601752635,5.975851660559321,11,72.72727272727273,9.42281119623771,27.272727272727266,1.2240898810632785,SMA,2,ANY,SMA,4,SMA,2,UP,TEMA,32
27.613675073555655,5.452410287925837,10,70.0,10.193217341414805,30.0,1.9745326449311922,SMA,2,UP_DOWN,PRICE,0,SMA,2,UP,TEMA,128
57.36120251510468,4.622132364330667,11,72.72727272727273,7.207901110824306,27.272727272727266,0.7325401715421501,SMA,4,DOWN,PRICE,0,TEMA,16,UP_DOWN,SMA,2
25.374077808791213,5.583841493084662,14,78.57142857142857,6.520153442365464,21.42857142857143,1.571863316334723,PRICE,0,UP,SMA,4,PRICE,0,UP,TEMA,16
88.89346253350642,5.629218252580734,11,90.9090909090909,6.8126304913019,9.090909090909093,0.5756858820501947,SMA,2,UP,SMA,8,SMA,2,UP,TEMA,64
33.33211211679821,1.804409122601901,10,70.0,3.325276740035611,30.0,0.541342569675488,SMA,2,UP,EMA,8,SMA,4,UP,EMA,32
32.888624632527055,5.219076011201107,10,80.0,8.225337509309721,20.0,1.5868939700322429,SMA,8,UP_DOWN,SMA,4,SMA,2,UP,TEMA,32
27.649529993779907,8.352867934375075,11,81.81818181818183,11.74745625197572,18.181818181818173,2.746345527640287,PRICE,0,ANY,TEMA,2,PRICE,0,UP,TEMA,64
25.665382003184607,4.736673820549075,14,71.42857142857143,6.211308500604739,28.57142857142857,1.3182497898646233,TEMA,2,UP,RSL,4,TEMA,4,UP_DOWN,PRICE,0
24.500585903268476,3.933576031578003,13,61.53846153846154,6.672240414054935,38.46153846153846,1.2350021867006888,EMA,2,ANY,SMA,4,EMA,2,UP,RSL,2
20.146256639872774,3.452513815669237,13,69.23076923076923,5.189240549721038,30.769230769230774,1.3182497898646233,TEMA,32,UP,RSL,4,TEMA,4,UP_DOWN,PRICE,0
26.25059999570298,5.906240267670416,10,70.0,11.089245401221985,30.0,2.249944865502968,PRICE,0,ANY,EMA,16,SMA,64,UP_DOWN,PRICE,0
26.377460151232004,6.466949003079794,15,86.66666666666667,6.220947296035472,13.333333333333329,1.6344634057518093,TEMA,64,ANY,RSL,4,PRICE,0,UP,TEMA,2
25.342643751528772,4.3687374622617625,13,61.53846153846154,7.381888924096344,38.46153846153846,1.326052369125921,SMA,2,ANY,SMA,4,TEMA,2,UP_DOWN,SMA,2
92.82505869046952,8.700753771586685,13,84.61538461538461,9.622826229090238,15.384615384615387,0.7210216304762014,SMA,8,UP_DOWN,SMA,4,TEMA,4,UP_DOWN,PRICE,0
312.16364184732896,3.339327991703499,11,81.81818181818183,4.474048157905598,18.181818181818173,0.09724876035419783,SMA,2,ANY,EMA,2,SMA,4,UP,EMA,32
71.65434510248208,5.485096314759695,10,80.0,8.419017943870907,20.0,0.7654938869254551,SMA,8,DOWN,SPL,2,TEMA,128,UP_DOWN,PRICE,0
26.452744384731876,5.186410168722015,13,53.84615384615385,10.183713369897204,46.15384615384615,1.5081785941027068,PRICE,0,UP,SMA,4,TEMA,4,UP_DOWN,SMA,2
91.81950434987759,8.80821505601653,11,90.9090909090909,10.65706686114046,9.090909090909093,0.8720879392062386,SMA,4,UP,SMA,16,SMA,32,DOWN,SPL,4
28.7862879380325,5.325996476379406,10,80.0,8.451541022019773,20.0,1.8501852298026549,SMA,8,UP_DOWN,SMA,4,TEMA,4,UP_DOWN,SMA,2
21.309285435868524,6.302448261033543,11,54.54545454545454,14.84550756005983,45.45454545454546,2.6887332455912913,EMA,4,DOWN,SMA,2,SMA,64,UP,RSL,8
23.495618159045573,6.423263022385945,15,80.0,6.878898549750087,20.0,1.822542109456568,SMA,2,UP_DOWN,SMA,4,PRICE,0,UP,TEMA,64
24.802073348859818,5.35023195046589,14,64.28571428571429,7.989662936900511,35.71428571428571,1.5408366053027833,SMA,8,UP_DOWN,SMA,4,EMA,32,UP,RSL,2
20.02227686789661,4.864053670587826,11,81.81818181818183,6.976176803651928,18.181818181818173,2.2084735929067136,SMA,128,UP_DOWN,SMA,4,SMA,16,UP_DOWN,PRICE,0
29.099838361185466,2.0480043878912895,11,63.63636363636363,3.8764675147438754,36.36363636363637,0.6398049871279134,SMA,2,UP,EMA,4,SMA,4,UP,EMA,16
47.564481666398116,2.5537191475379983,10,70.0,4.6079026424951355,30.0,0.5368962423366573,SMA,16,ANY,SMA,128,SMA,32,DOWN,SPL,16
25.17709135716485,6.287115394211277,11,72.72727272727273,10.281976668475828,27.272727272727266,2.2701428724237664,SMA,16,UP,RSL,2,EMA,4,UP,RSL,2
20.954599552899275,6.698061885865983,12,83.33333333333334,8.570418229262994,16.666666666666657,2.6637198311190673,SMA,16,UP,SPL,8,PRICE,0,UP,TEMA,16
23.49184531964008,5.333613205262064,10,90.0,7.363752105949682,10.0,2.2704104904023694,SMA,32,ANY,SMA,4,PRICE,0,UP,TEMA,8
25.565147363068906,3.0882545705001037,12,58.333333333333336,6.0131947650810025,41.666666666666664,1.006661701913154,EMA,128,ANY,RSL,4,PRICE,0,UP_DOWN,SMA,8
23.240771576386734,10.574142848030345,25,76.0,7.253120664286959,24.0,1.819929740848013,SMA,16,UP_DOWN,SMA,4,SMA,32,UP_DOWN,SMA,2
26.39426339917445,3.3604023278986097,10,60.0,7.569575536317092,40.0,1.2731563207798082,EMA,128,ANY,SMA,2,EMA,4,UP,RSL,2
69.29986226761285,8.309529443821305,10,80.0,12.76406133596574,20.0,1.1990686809351345,SMA,4,ANY,TEMA,2,PRICE,0,UP,TEMA,8
23.143401493697496,3.603980254591974,11,63.63636363636363,6.987207080765107,36.36363636363637,1.4156716275630146,EMA,8,DOWN,SMA,4,EMA,4,UP,RSL,2
25.665382003184607,4.736673820549075,14,71.42857142857143,6.211308500604739,28.57142857142857,1.3182497898646233,TEMA,4,UP,RSL,4,TEMA,2,UP_DOWN,PRICE,0
29.509776332320943,4.072579650709359,10,70.0,7.573027164966287,30.0,1.3800781154172341,EMA,8,ANY,SMA,2,SMA,16,UP_DOWN,PRICE,0
37.999567124548506,8.167174321483072,11,72.72727272727273,12.98347087444139,27.272727272727266,1.9538917125780795,PRICE,0,ANY,TEMA,16,PRICE,0,UP,TEMA,2
30.352050011945565,4.773822480802099,13,61.53846153846154,7.916895812732651,38.46153846153846,1.209859346447206,PRICE,0,ANY,SMA,4,TEMA,8,UP_DOWN,SMA,2
45.61052927417182,4.8718738760205405,10,70.0,8.809560967446718,30.0,1.068146753293514,PRICE,0,ANY,EMA,64,SMA,64,UP,SPL,2
26.44051085159955,3.563169683272785,12,58.333333333333336,6.9104441976948925,41.666666666666664,1.1230146369181653,PRICE,0,ANY,EMA,32,PRICE,0,UP,EMA,64
20.150920021082065,5.569710703441616,14,57.14285714285714,9.835279386369033,42.85714285714286,1.9742844416088114,SMA,8,ANY,RSL,4,TEMA,4,UP_DOWN,PRICE,0
22.026634588639414,6.5135813912660545,10,70.0,12.433484691639705,30.0,2.957138715428428,SMA,16,ANY,SMA,8,PRICE,0,UP,TEMA,2
21.34811141557357,4.498767115023681,12,58.333333333333336,8.966539628727293,41.666666666666664,1.7561144041613772,PRICE,0,UP,SMA,2,SMA,2,UP,TEMA,16
30.797147830884825,3.2691882335723292,10,70.0,6.059261136666458,30.0,1.0615230512657519,SMA,16,ANY,TEMA,8,SMA,2,UP_DOWN,SMA,8
24.42154987863491,7.340111077889625,13,69.23076923076923,10.814366132828393,30.769230769230774,2.3119905651950106,SMA,16,UP,SPL,4,TEMA,2,UP_DOWN,PRICE,0
34.10685149993961,3.8260954885088885,10,70.0,7.039790869636271,30.0,1.1217967417824137,EMA,32,ANY,SPL,4,SMA,16,UP_DOWN,PRICE,0
26.585077092046834,4.974753410513725,10,60.0,11.197012051948137,40.0,1.871257846381031,SMA,16,ANY,SMA,2,SMA,2,UP,TEMA,64
25.80837818553454,4.653620986888431,12,58.333333333333336,9.050935691391938,41.666666666666664,1.5026195994164795,PRICE,0,UP,SMA,2,TEMA,32,UP_DOWN,SMA,2
37.93475530897958,4.967430776747455,11,72.72727272727273,7.897555347534956,27.272727272727266,1.1904244864367304,SMA,2,ANY,EMA,64,SMA,32,UP,SPL,2
21.475644604874727,4.504188615852722,11,63.63636363636363,8.810997286053512,36.36363636363637,1.9066794030354828,PRICE,0,ANY,EMA,64,SMA,32,DOWN,PRICE,0
21.818429273912585,4.790963235422127,11,63.63636363636363,9.353772426978432,36.36363636363637,1.9962120409458741,SMA,2,UP,SMA,8,TEMA,128,UP,RSL,2
26.886530407381272,4.896233261461746,10,70.0,9.174002559612608,30.0,1.821072926582436,SMA,32,ANY,RSL,8,PRICE,0,UP,TEMA,64
33.6497912796108,5.07368856199433,10,80.0,7.987480839476438,20.0,1.5077919859397753,PRICE,0,UP_DOWN,SMA,16,SMA,2,UP,TEMA,64
21.44048419175734,4.540604383690076,14,57.14285714285714,7.94542695873375,42.85714285714286,1.5126938442648477,TEMA,128,ANY,RSL,4,TEMA,8,UP_DOWN,PRICE,0
22.03370916412474,4.939223669999414,13,76.92307692307693,6.444376152065064,23.076923076923066,1.7243591602192225,TEMA,4,UP,RSL,4,TEMA,128,UP_DOWN,PRICE,0
20.552524635382795,1.916277286530492,10,70.0,3.6846384128748997,30.0,0.9323804839194642,EMA,64,ANY,RSL,16,SMA,2,UP_DOWN,PRICE,0
93.33838323709699,6.446678832362636,10,60.0,13.353809810904467,40.0,0.6906782192687935,TEMA,2,ANY,SMA,4,TEMA,32,UP_DOWN,PRICE,0
23.143401493697496,3.603980254591974,11,63.63636363636363,6.987207080765107,36.36363636363637,1.4156716275630146,EMA,4,DOWN,SMA,4,EMA,2,UP,RSL,2
29.690440017522775,6.046754785979439,11,81.81818181818183,8.473774042560713,18.181818181818173,1.8514544756465696,SMA,8,UP,SMA,32,SMA,32,DOWN,SPL,16
25.665382003184607,4.736673820549075,14,71.42857142857143,6.211308500604739,28.57142857142857,1.3182497898646233,TEMA,4,UP,RSL,4,TEMA,32,UP_DOWN,PRICE,0
38.21839973433,6.673317814084071,11,90.9090909090909,8.166717812765018,9.090909090909093,1.5873643586413237,SMA,4,UP,SMA,8,PRICE,0,UP,TEMA,4
30.802417428591145,7.428114265007495,13,84.61538461538461,8.440675161016602,15.384615384615387,1.8550277955463415,SMA,8,UP_DOWN,PRICE,0,SMA,2,UP,TEMA,64
51.35362762332348,4.703051399139109,11,63.63636363636363,8.538122804731374,36.36363636363637,0.8325607108625803,SMA,4,ANY,SPL,2,TEMA,64,UP_DOWN,SMA,2
29.991386812058863,4.825660029123783,14,92.85714285714286,4.542862845642519,7.142857142857139,1.149296643867359,TEMA,16,UP,RSL,4,PRICE,0,UP,TEMA,32
27.90802984896058,2.7938822597754864,10,60.0,6.255166763014256,40.0,1.0011033651949255,EMA,128,DOWN,RSL,4,SMA,2,UP_DOWN,SMA,8
44.58224400537151,3.862145697037223,13,92.3076923076923,3.917677545565965,7.692307692307693,0.6663821823449041,SMA,2,DOWN,SMA,4,PRICE,0,UP,SMA,8
36.20381098306602,1.499632733410304,11,72.72727272727273,2.390660320139654,27.272727272727266,0.3765632533978618,SMA,2,UP,EMA,32,SMA,4,UP,EMA,32
30.808076663617737,4.354131758385425,13,61.53846153846154,7.210672893045457,38.46153846153846,1.0871604087477096,EMA,16,ANY,SMA,2,EMA,2,UP,RSL,2
30.797147830884825,3.2691882335723292,10,70.0,6.059261136666458,30.0,1.0615230512657519,SMA,16,ANY,TEMA,2,SMA,2,UP_DOWN,SMA,8
52.294006440279425,6.079680351107072,11,63.63636363636363,11.02625515529576,36.36363636363637,1.056905468446363,PRICE,0,UP,EMA,8,SMA,64,UP,SPL,2
21.093721274290342,4.467167925396045,14,57.14285714285714,7.835272271292704,42.85714285714286,1.5126938442648477,TEMA,64,ANY,RSL,4,TEMA,4,UP_DOWN,PRICE,0
180.25180162307745,2.0991643326949743,11,90.9090909090909,2.5295842291241413,9.090909090909093,0.10587029890172062,SMA,2,UP,EMA,64,SMA,4,UP,EMA,16
21.843900220605423,4.896674827241036,13,76.92307692307693,6.393317540755009,23.076923076923066,1.7243591602192225,TEMA,2,UP,RSL,4,TEMA,64,UP_DOWN,PRICE,0
61.281348566950406,1.9790498657432682,10,70.0,3.5310618675560255,30.0,0.3229448946576525,SMA,32,UP,RSL,8,SMA,8,DOWN,SPL,2
25.74760754372946,6.312528347382753,15,86.66666666666667,6.078405152315128,13.333333333333329,1.6344634057518093,TEMA,64,ANY,RSL,4,PRICE,0,UP,TEMA,16
