PRICE_0,SMA_2,SMA_4,SMA_8,SMA_16,SMA_32,SMA_64,SMA_128,EMA_2,EMA_4,EMA_8,EMA_16,EMA_32,EMA_64,EMA_128,DEMA_2,DEMA_4,DEMA_8,DEMA_16,DEMA_32,DEMA_64,DEMA_128,TEMA_2,TEMA_4,TEMA_8,TEMA_16,TEMA_32,TEMA_64,TEMA_128,RSL_2,RSL_4,RSL_8,RSL_16,RSL_32,RSL_64,RSL_128,SPL_2,SPL_4,SPL_8,SPL_16,SPL_32,SPL_64,SPL_128
7907.05,7892.805,7922.5425,8043.4925,8037.656875,7749.736563,,,7735.252489,7735.241143,7735.697722,7736.0946,7709.967892,,,8016.662842,8016.683145,8016.098144,8014.576987,7976.972153,,,8136.40255,8136.436516,8135.423794,8133.411824,8126.821268,,,7907.05,7954.72,8332.47,8332.47,8332.47,,,7878.56,7878.56,7878.56,7764.59,7318.99,,
7917.54,7912.295,7913.2475,7991.62625,8039.071875,7767.895625,,,7742.131263,7742.120345,7742.559695,7742.941597,7717.800802,,,8019.541555,8019.561504,8018.981999,8017.503833,7982.266759,,,8130.913668,8130.946012,8129.976794,8128.082116,8124.018671,,,7917.54,7949.84,8305.97,8332.47,8332.47,,,7907.05,7878.56,7878.56,7764.59,7318.99,,
7817.76,7867.65,7880.2275,7930.6,8034.97125,7783.482188,,,7744.932327,7744.921813,7745.344892,7745.712648,7721.502994,,,8014.765485,8014.785085,8014.211374,8012.774333,7979.73899,,,8114.716206,8114.747015,8113.819274,8112.034372,8110.24161,,,7917.54,7917.54,8055.98,8332.47,8332.47,,,7817.76,7817.76,7817.76,7764.59,7334.83,,
7818.02,7817.89,7865.0925,7912.43375,8030.15125,7798.581875,,,7747.590061,7747.579929,7747.987623,7748.342007,7725.012704,,,8010.172193,8010.191448,8009.623774,8008.226103,7977.240383,,,8099.500989,8099.530347,8098.642158,8096.9601,8097.207621,,,7818.02,7917.54,8055.98,8332.47,8332.47,,,7817.76,7817.76,7817.76,7764.59,7354.11,,
7752.98,7785.5,7826.575,7874.55875,8029.425625,7811.046563,,,7747.782558,7747.772789,7748.165922,7748.507649,7726.011536,,,8001.17238,8001.191297,8000.629856,7999.269897,7970.194243,,,8078.446849,8078.474831,8077.624375,8076.038755,8078.119285,,,7818.02,7917.54,7954.72,8332.47,8332.47,,,7752.98,7752.98,7752.98,7752.98,7358.75,,
7841.69,7797.335,7807.6125,7860.43,8014.925625,7822.474688,,,7751.077556,7751.06813,7751.447469,7751.777206,7730.070429,,,7998.755891,7998.774475,7998.219424,7996.895613,7969.601799,,,8067.807891,8067.83457,8067.02012,8065.525016,8069.251864,,,7841.69,7841.69,7949.84,8332.47,8332.47,,,7752.98,7752.98,7752.98,7752.98,7358.75,,
8066.6,7954.145,7869.8225,7875.025,8010.008125,7841.3175,,,7761.957641,7761.948539,7762.314797,7762.633164,7741.674897,,,8011.600252,8011.618509,8011.069968,8009.780828,7984.150878,,,8080.167692,8080.193135,8079.413055,8078.002981,8083.207807,,,8066.6,8066.6,8066.6,8332.47,8332.47,,,7841.69,7752.98,7752.98,7752.98,7358.75,,
8059.49,8063.045,7930.19,7897.64125,7994.955,7861.22875,,,7772.043483,7772.03469,7772.388533,7772.696108,7752.44829,,,8022.967583,8022.985519,8022.443578,8021.187711,7997.11294,,,8090.448751,8090.473022,8089.725761,8088.395632,8094.926484,,,8066.6,8066.6,8066.6,8332.47,8332.47,,,8059.49,7752.98,7752.98,7752.98,7358.75,,
8197.02,8128.255,8041.2,7933.8875,7988.69,7883.9975,,,7786.209367,7786.200867,7786.542915,7786.840237,7767.267347,,,8042.463018,8042.480639,8041.945362,8040.721446,8018.101597,,,8112.846713,8112.869871,8112.15396,8110.899055,8118.618636,,,8197.02,8197.02,8197.02,8332.47,8332.47,,,8059.49,7841.69,7752.98,7752.98,7358.75,,
8158.49,8177.755,8120.4,7964.00625,7977.81625,7906.320938,,,7798.41529,7798.407068,7798.737902,7799.025475,7780.09432,,,8058.07291,8058.090223,8057.561648,8056.368432,8035.110911,,,8129.441306,8129.463407,8128.777451,8127.593384,8136.377526,,,8197.02,8197.02,8197.02,8305.97,8332.47,,,8158.49,8059.49,7752.98,7752.98,7358.75,,
