1.609459200000000000e+12,2.892363000000000102e+04,2.947000000000000000e+04,2.869016999999999825e+04,2.927840000000000146e+04,1.156045655299999999e+04,1.609473599999000000e+12,3.377300775570940375e+08,2.624410000000000000e+05,6.354750111000000288e+03,1.856758326098415256e+08,0.000000000000000000e+00
1.609473600000000000e+12,2.927840999999999985e+04,2.939500000000000000e+04,2.880654000000000087e+04,2.909283000000000175e+04,7.308910273999999845e+03,1.609487999999000000e+12,2.129598081209762990e+08,1.967720000000000000e+05,3.437053242999999839e+03,1.001703523350839466e+08,0.000000000000000000e+00
1.609488000000000000e+12,2.909284000000000015e+04,2.940256999999999971e+04,2.887224000000000160e+04,2.931349000000000160e+04,8.283705319000000600e+03,1.609502399999000000e+12,2.418435362479432821e+08,1.953520000000000000e+05,4.554094882999999754e+03,1.329896904973168969e+08,0.000000000000000000e+00
1.609502400000000000e+12,2.931349000000000160e+04,2.960000000000000000e+04,2.903013999999999942e+04,2.918866999999999825e+04,1.179494951500000025e+04,1.609516799999000000e+12,3.462628154359046817e+08,2.695720000000000000e+05,5.950099715000000288e+03,1.747701172076204717e+08,0.000000000000000000e+00
1.609516800000000000e+12,2.918866999999999825e+04,2.936000000000000000e+04,2.862456999999999971e+04,2.902904000000000087e+04,9.850965345000000525e+03,1.609531199999000000e+12,2.864391262365755439e+08,2.374900000000000000e+05,4.347017574999999852e+03,1.264574299310237765e+08,0.000000000000000000e+00
1.609531200000000000e+12,2.902904000000000087e+04,2.933888999999999942e+04,2.888036999999999898e+04,2.933168999999999869e+04,5.383938004999999976e+03,1.609545599999000000e+12,1.572916255633787513e+08,1.532830000000000000e+05,2.812786197999999786e+03,8.218432196421748400e+07,0.000000000000000000e+00
1.609545600000000000e+12,2.933170000000000073e+04,2.946900000000000000e+04,2.894652999999999884e+04,2.935195000000000073e+04,7.393028526000000056e+03,1.609559999999000000e+12,2.163165072670559585e+08,1.661250000000000000e+05,3.690672938000000158e+03,1.080134356692700088e+08,0.000000000000000000e+00
1.609560000000000000e+12,2.935195000000000073e+04,2.982050000000000000e+04,2.922000000000000000e+04,2.975000000000000000e+04,9.865642845000000307e+03,1.609574399999000000e+12,2.919578214694351554e+08,2.027620000000000000e+05,6.322783094000000347e+03,1.871560917764530480e+08,0.000000000000000000e+00
1.609574400000000000e+12,2.975147000000000116e+04,2.989900000000000000e+04,2.947390999999999985e+04,2.975500000000000000e+04,9.226804608000000371e+03,1.609588799999000000e+12,2.743698570248628855e+08,1.978760000000000000e+05,4.393189362000000074e+03,1.306649220889740139e+08,0.000000000000000000e+00
1.609588800000000000e+12,2.975499000000000160e+04,3.180000000000000000e+04,2.974138999999999942e+04,3.169129000000000087e+04,3.402897339900000225e+04,1.609603199999000000e+12,1.050932902115065813e+09,5.689730000000000000e+05,1.873544350100000156e+04,5.776882136588075161e+08,0.000000000000000000e+00
